,dayHistory,dayInfo,infoDate,infoDayweek,infoMonth,maxTemp,maxYear,minTemp,minYear,sunDown,sunUp,tempMax,tempMin
60," Народный прогноз погоды: 2 марта почитается память великомученика Федора Тирона и праведной Мариамны. В старину верили, что смотреть вечером на небо в этот день не стоит, ибо увиденная на Федора падающая звезда может означать тяжелую болезнь. Первый раз в году видны кучевые облака, серая ворона, чуя приход тепла, начинает строить гнездо. Люди живут ожиданием тепла, но зима ещё напоминает о себе внезапными морозами. ""Какая погода в этот день такому и лету быть"".",  В Запорожье облачная погода продержалась весь день. Без осадков.  ,02,Четверг,марта,13.7°, 1999,-21.9°, 1985 ,18:27,07:15,+11°,+5°
61," Народный прогноз погоды: В этот день почитается память святителя Льва, папы Римского и святителя Агапита, исповедника. В прежние времена говорили: ""Распушилась верба, зиме нет ходу до крестьянского двора"". В этот день почитали птичку-овсянку ""вестницей скорого тепла слыла она"", крестьянки пекли овсянички (пирожки из овсяной муки). Наши предки старались увидеть как можно больше указаний на скорый приход тепла, ожидая весны и возрождения природы.","  Облачная погода продержалась в Запорожье до самого вечера. Ночью прошел мелкий дождь, но уже к утру он закончился. Вся остальная часть дня прошла без осадков.  ",03,Пятница,марта,13.6°, 1995,-21.9°, 1985 ,18:28,07:13,+11°,+4°
62," Народный прогноз погоды: 4 марта отмечается день памяти святителей Архиппа, Филимона и его жены Апфии. В старину этот день назывался Маньяк. Исстари ведется предание, что в этот день не следует смотреть на падающие звезды, так как это худая примета. Если ""на Федота снежный занос – к поздней траве"". Если в этот день в лесу встретить белого зайца – снег обязательно выпадет еще. А если посчастливится увидеть пролетающую чайку, значит лед скоро пойдет. Часто в этот день усиливается ветер.","  В Запорожье ясная погода продержалась совсем немного в утреннее время, днем небо укрыли облака и не покинули его до позднего вечера. Без осадков.  ",04,Суббота,марта,18.0°, 1999,-17.0°, 1987 ,18:30,07:11,+11°,0°
63," Народный прогноз погоды: 5 марта почитается память святого Льва Катанского. На этот день еще распостраняется традиция не смотреть на падающие звезды. Погода 5 марта достаточно обманчива: может быть как оттепель, так и мороз. В старину заметили: ""если в этот день снег тает, то долго не растает"". Именно 5 марта начинается раннее разрушение устойчивого снежного покрова. Этот день удачен для посева семян на рассаду помидоров, баклажанов, перца.","  Облака в Запорожье уже с утра заняли свое место под солнцем, и пасмурная погода держалась до самого вечера. Без осадков.  ",05,Воскресенье,марта,17.3°, 1995,-16.0°, 1963 ,18:31,07:09,+11°,+1°
64," Народный прогноз погоды: В этот день почитается память преподобного Тимофея, пустынника. В народе Тимофея называли Весновеем и говорили: ""Как ни злись метелица, все весной повеивает"", «Дожить до Весновея, а там зима не страшна». Этот день отличался первыми солнечными оттепелями. О погоде судили и по ветрам: если в этот день теплые ветры, то и весна будет теплой. В это время начинается сокодвижение в кленах и березах.",  Весь день в Запорожье было облачно. Без осадков.  ,06,Понедельник,марта,20.6°, 1995,-14.2°, 1953 ,18:33,07:07,+10°,+3°
65," Народный прогноз погоды: 7 марта отмечается день памяти преподобного Моисея Белозерского, Маврикия. На Маврикия приходится самый ранний прилет грачей, прилетают первые скворцы, а это сулит раннюю весну. В этот день можно услышать самую раннюю трель полевого жаворонка. В старину заметили, что прохладный день 7 марта указывает на то, что лето скорее всего будет дождливым.","  Облака в Запорожье уже с утра заняли свое место под солнцем, и пасмурная погода держалась до самого вечера. Без осадков.  ",07,Вторник,марта,20.9°, 2002,-25.2°, 1964 ,18:34,07:05,+14°,+2°
66, Народный прогноз погоды: 8 марта почитается память преподобного Поликарпа Брянского. С 8 по 15 марта не исключено возвращение холодов: «Март месяц любит куролесить: морозом гордится и на нос садится». Зима уступает место весне.,"  Облачная погода продержалась утром и днем, а к вечеру небо в Запорожье прояснилось. Без осадков.  ",08,Среда,марта,15.7°, 2002,-19.7°, 1964 ,18:36,07:03,+6°,+2°
67," Народный прогноз погоды: 9 марта отмечается день обретения главы Иоанна Крестителя. Этот день предсказывал погоду на апрель: ""Если день по снегу, то и в апреле по снегу, а если по голу, то и в апреле по голу"". День 9 марта в народе зовут еще Дмитриевым днем. И по этому дню судили о погоде на праздник Пасхи: ""Если Дмитриев день на снегу, то святая (Пасха) по снегу, а Дмитриев по голу, и святая по голу"". Если рога луны яркие и крутые — к морозу.",  В Запорожье на небе до позднего вечера не было ни облачка. Без осадков.  ,09,Четверг,марта,16.6°, 1990,-17.0°, 1960 ,18:37,07:01,+13°,+3°
68," Народный прогноз погоды: В этот день почитается память святителя Тарасия, архиепископа Константинопольского. Погоду в этот день предсказывают птицы: синица запела - тепло ворожит. С этого дня происходит переход средней температуры воздуха через 0 градусов. Это считается временем появления проталин. Набухают почки — весну чуют. С этого дня хорошо садить семена на рассаду капусты и помидоров.","  Начиная с самого утра и до позднего вечера, погода в Запорожье оставалась пасмурной. Без осадков.  ",10,Пятница,марта,14.8°, 1975,-23.4°, 1964 ,18:39,06:59,+15°,+2°
69," Народный прогноз погоды: 11 марта отмечается день памяти святого Порфирия, епископа Гизского. В прежние времена погоду в этот день определяли по ветру: если ветер подует с юга или с юго-запада, следует ждать скорого потепления.",  В Запорожье на протяжении всего дня стояла облачная погода. Без осадков.  ,11,Суббота,марта,14.1°, 1961,-13.6°, 1987 ,18:40,06:57,+7°,+2°
70," Народный прогноз погоды: 12 марта почитается память преподобного Прокопия Декаполита, исповедника. В народе этого святого называли еще Перезимником. Говорили, что в этот день ""март дорогу рушит, да вязнет в сугробе"", ""и тает, и мерзнет"". Если в этот день бывал дождь, то ожидали и мокрого лета. А если дул южный ветер, и на улице была капель, то лето обещало быть теплым.",  С утра и до самого вечера небо в Запорожье было скрыто за облаками. Без осадков.  ,12,Воскресенье,марта,15.7°, 1990,-18.2°, 1987 ,18:42,06:55,+5°,+2°
71," Народный прогноз погоды: В этот день почитается память преподобного Василия, исповедника. В народе замечено, что этот день всегда бывает теплым, правда может случится и дождь, но это хорошая примета: к богатому урожаю и хорошему лету. Наши предки наблюдали, как тают круги вокруг дерева, по этому судили о весенней погоде: ""круты края, крута и весна будет, пологи — весна будет протяжливой"". 13 марта считается астрономическим рубежом зимы и лета.",  На протяжении всего дня погода в Запорожье была пасмурной. Без осадков.  ,13,Понедельник,марта,17.0°, 2002,-17.1°, 1987 ,18:43,06:53,+11°,+2°
72," Народный прогноз погоды: 14 марта почитается память первомученицы Евдокии. В старину по Евдокии судили о лете и будущем урожае: «Какова Евдокия, таково и лето»; «Отколе ветер в Евдокию, оттуда и все лето». «Если грачи прилетели до Евдокии - лето будет мокрое, а снег сойдет рано». Если 14 марта идет снег с дождем и дует теплый ветер, значит лето будет мокрое; а мороз и ветер с севера - к лету холодному.","  Облака в Запорожье уже с утра заняли свое место под солнцем, и пасмурная погода держалась до самого вечера. Без осадков.  ",14,Вторник,марта,16.0°, 2002,-13.2°, 1945 ,18:45,06:51,+11°,+2°
73," Народный прогноз погоды: 15 марта почитается память священномученика Феодота Киринейского. С давних времен по этому дню смотрели, каким будет лето. Если дует тёплый ветер, то ждали тёплого дождливого лета. Если снег, мороз, северный ветер, то летом тепла не будет. А если с утра зарядит дождь, то лить будет всё лето. И хотя погода еще может быть достаточно холодной, с этого дня прекращаются устойчивые морозы.",  На протяжении всего дня небо в Запорожье было покрыто облаками. Без осадков.  ,15,Среда,марта,17.9°, 2002,-17.5°, 1987 ,18:46,06:49,+8°,+3°
74," Народный прогноз погоды: В этот день почитается память протоиерея Петра Турчанинова. В прежние времена заметили, какова середина марта - таково и лето. У крестьян была традиция обходить крест-накрест поле, обозначая тем, что солнцу недосуг отдыхать, надобно, мол, вести влагу, снежицей поле поить. С этого дня для огородников начинается подготовка картофеля на посадку.","  С утра и до самого вечера небо в Запорожье было скрыто за облаками. Ночь и утро прошли без осадков. Днем начался дождь, который к вечеру закончился.  ",16,Четверг,марта,16.3°, 1972,-16.3°, 1987 ,18:48,06:47,+10°,+1°
75," Народный прогноз погоды: 17 марта отмечается день памяти преподобного Герасима Иорданского. В народе Герасима называют Грачевником, потому что с этого дня с теплых стран прилетают грачи: «Грач на горе - так и весна на дворе». Если грач прилетел, через месяц снег сойдет. Когда грач с земли хворостину поднимает - солнечное лето обещает. Если грачи кричат, значит погода скоро испортится (скорее всего будет дождь).",  Ясной погодой нас этот день не порадовал - в Запорожье тучи закрыли небо уже с самого утра и никуда не делись до позднего вечера. Без осадков.  ,17,Пятница,марта,15.7°, 1988,-14.5°, 1987 ,18:49,06:45,+7°,-4°
76, Народный прогноз погоды: 18 марта отмечается день памяти мученика Конона Исаврийского. В народе святого Конона называют Огородником. С этого дня начиналась горячая огородная пора. В народе говорили: «На Конона Градаря начинай копать гряды в огороде».,  В Запорожье облачная погода продержалась весь день. Без осадков.  ,18,Суббота,марта,18.6°, 2001,-12.9°, 1987 ,18:50,06:43,+9°,-1°
77," Народный прогноз погоды: В этот день почитается память преподобного Иова Анзерского. В небе уже можно увидеть белого аиста, который возвращается в свои родные края. Также может возвращаться и трясогузка, хотя для нее еще рановато.",  С утра и до самого вечера небо в Запорожье было скрыто за облаками. Утренний мелкий дождь днем усилился и продолжал идти до самого вечера.  ,19,Воскресенье,марта,17.1°, 1990,-16.5°, 1963 ,18:52,06:41,+10°,+3°
78," Народный прогноз погоды: 20 марта отмечается день памяти святого мученика Василия, епископа Херсонского Таврического. Устанавливается уже теплая погода, но холода не спешат отступать: ""С крыш капает, а за нос цапает"", днем весенняя капель, а к вечеру может наступить мороз.",  В этот день в Запорожье с утра и до самого вечера сохранялась пасмурная погода. Без осадков.  ,20,Понедельник,марта,21.4°, 1990,-11.9°, 1952 ,18:53,06:39,+6°,0°
79," Народный прогноз погоды: 21 марта почитается память преподобных Лазаря и Афанасия Мурманских. Это день весеннего равноденствия. Ночь и день сравнялись по продолжительности. В северном полушарии начинается весна, а в южном - осень. Эта дата считается астрономическим днем рождения весны. Периоды равноденствия отличаются сильными ветрами и бурями. Если в этот день из тёплых краев возвращается жаворонок, то следует ждать тёплую весну. Если облака высоко и плывут по небу быстро, значит погода будет доброй.","  Вечером в Запорожье погода прояснилась, но до этого момента небо все время было покрыто облаками. Без осадков.  ",21,Вторник,марта,21.0°, 1990,-8.6°, 1998 ,18:55,06:37,+9°,-1°
80," Народный прогноз погоды: 22 марта отмечается день памяти 40 мучеников, в Севастийском озере мучившихся. Это вторая встреча весны (первая на Масленицу). Если трясогузка прилетела, то река через 12 дней вскроется; прилет жаворонка предвещал тепло; зяблик — стужу.",  В Запорожье облаков на небе в этот день никто так и не увидел. Без осадков.  ,22,Среда,марта,18.0°, 1990,-7.9°, 2003 ,18:56,06:35,+13°,-3°
81," Народный прогноз погоды: 23 марта отмечается день памяти мученика Кондрата (Кодрата). В старину была пословица, что в этот день «туман съедает снег», то есть указывает на приход тепла. Туман так же указывал на теплую середину мая, а иней - на дождливый день на Исакия Змеевика (12 июня). Синие облака, бегущие по небу, предсказывали тепло и дождь. А еще 23 марта бывает первая в новом году гроза. Рыбаки в этот день обращали внимание на весенние ручьи: если они бегут в лунку, то будет хорошо ловиться плотва.","  Небо в Запорожье днем затянули облака, которые продержались до вечера и уже никуда не исчезли. Без осадков.  ",23,Четверг,марта,19.5°, 1990,-10.6°, 1958 ,18:58,06:33,+17°,+2°
82," Народный прогноз погоды: 24 марта почитается память святого Софрония премудрого, патриарха Иерусалимского. Как известно, март - это достаточно холодный месяц, поэтому заморозки и метели для него вполне нормальное явление. В старину заметили, что пушистый иней в этот день предвещает хорошую погоду. ""Если в этот день уходящий март уносит холода, летом будет тепло"". В это время начинается раннее сокодвижение березы.","  На протяжении всего дня погода в Запорожье была пасмурной. Утром был сильный дождь. День прошел без осадков. Вечером он пошел снова, но уже слабее.  ",24,Пятница,марта,20.7°," 2004, 2008",-12.3°, 2003 ,18:59,06:31,+15°,+6°
83," Народный прогноз погоды: 25 марта почитается память преподобного Феофана, исповедника Сигрианского и Григория, Папы Римского. В народе этот день называют Феофан Проломи Наст, потому что к этому дню активно сходит снежный покров, почва полностью оттаивает. С этого дня уже можно сеять редис. В старину заметили: если 25 марта туман, то будет большой урожай льна и конопли.","  Несмотря на то, что в Запорожье на протяжении дня погода была пасмурной, вечером все же произошло прояснение. Без осадков.  ",25,Суббота,марта,19.0°," 1990, 2008",-8.5°, 1963 ,19:01,06:29,+11°,+3°
84," Народный прогноз погоды: В этот день отмечается перенесение мощей святителя Никифора, патриарха Константинопольского. В прежние времена приметили: если 26 марта будет туман, то все лето будет дождливое. Внимательно наблюдали за прилётом птиц: если первым из перелётных птиц прилетит жаворонок, значит быть теплу, а если зяблик — будет холодная погода.",  На протяжении всего дня погода в Запорожье была пасмурной. Без осадков.  ,26,Воскресенье,марта,21.8°, 1983,-7.2°, 1958 ,19:02,06:27,+8°,+1°
85," Народный прогноз погоды: 27 марта отмечается день памяти святого Феогноста, митрополита Московского. От наших предков к нам дошло такое наблюдение: тот, кому посчастливится услышать гром в этот день, может быть уверенными в том, что лето будет плодородным. Если весной в реках воды не прибавится, лето обещает быть жарким и сухим.","  День в Запорожье был облачным, но вечером погода прояснилась. Ночь и утро прошли без осадков. Днем начался дождь, который к вечеру закончился.  ",27,Понедельник,марта,21.8°, 1983,-7.6°, 1997 ,19:03,06:25,+7°,-3°
86," Народный прогноз погоды: 28 марта почитается память мучеников Агапия, Пуплия и других. Погоду этого дня предсказывают вода и птицы. В старину заметили: если весенняя вода течёт медленно, то год ожидается тяжёлый. Если же в этот день прилетают чайки, то можно ждать тепла. У наших предков был такой обычай: если в этот день ночью услышишь собачий вой, следует повернуть подушку, дабы сон был хорошим.","  День в Запорожье был облачным, но вечером погода прояснилась. Без осадков.  ",28,Вторник,марта,21.8°, 1983,-5.0°, 1957 ,19:05,06:23,+18°,+2°
87," Народный прогноз погоды: В церковных святцах под этим днем числятся три мученика: Саввин, Папа и Трофим. В народе говорили: ""На Саввина сани покинь, телегу подвинь"", «Солнца хоть и нет, а вода все одно бежит». А если же 29 марта была теплая, солнечная погода, то и весна вся обещала быть теплой. Хорошо, когда снег тает от Солнца, а не от дождя: «Когда весна красными днями сгоняет снег - родится хлеб».","  Порадовав нас безоблачным утром, погода изменилась уже в середине дня, и небо в Запорожье было пасмурным до позднего вечера. Без осадков.  ",29,Среда,марта,19.9°, 1979,-5.6°, 1956 ,19:06,06:21,+16°,0°
88," Народный прогноз погоды: 30 марта отмечается день памяти преподобного Алексея, прозванного в народе Алексеем Тёплым. На Алексея Тёплого, как правило, бурно тает снег. Если на Алексея тепло, то весна будет тёплой, если холодно - весна запоздает. Большие ручьи от тающего снега предвещали мокрое лето. В прежние времена говорили: «Алексей, человек Божий, зиму-зимскую на нет сводит», «Сверху печет - снизу течет».",  С утра и до самого вечера небо в Запорожье было скрыто за облаками. Без осадков.  ,30,Четверг,марта,20.0°, 1947,-4.1°, 2001 ,19:08,06:19,+14°,+3°
89," Народный прогноз погоды: 31 марта почитается память святителя Кирилла, архиепископа Иерусалимского. В народе святителя называли Кирилл - ""дери полоз"", потому что с этого времени дороги портились. Если к этому дню прилетело много лебедей, весна будет тёплой. С этого дня начинаются ранние грозы, раннее цветение мать-и-мачехи. Если на склонах холмов появляются первые цветы мать-и-мачехи, значит начало апреля будет тёплым.",  В этот день в Запорожье небо оставалось ясным до самого позднего вечера. Без осадков.  ,31,Пятница,марта,21.3°, 1968,-4.2°, 1948 ,19:09,06:16,+8°,-4°
90," Народный прогноз погоды: В этот день почитается память мучеников Хрисанфа и Дарьи. В народе этот день называли «Дарья Грязные Проруби». В это время года приходится обходить грязь у проруби, искать проходы между проталинами. Наши предки об этом дне говорили: «На Дарью проруби мутятся». Если ночью звезд не видно, можно ждать теплой погоды; если день ветреный, то и весь год таким будет. В это время в небе появляются первые коршуны.","  В Запорожье облачная погода продержалась весь день. Утром начался дождь, который закончился еще в первой половине дня. В остальное время осадков не наблюдалось.  ",01,Суббота,апреля,24.1°, 1947,-4.8°, 1952 ,19:11,06:14,+14°,+4°
91," Народный прогноз погоды: В этот день почитается память преподобного Евфросина Синозерского и святой мученицы Фотины (Светланы). Наши предки в этот день с утра выносили из домов на улицу красочные льнотканные изделия, развешивали их на заборах, воротах, калитках, украшали ветви берёз. В это время бывают первые грозы (более ранние бывают 23-31 марта), распускается серая ольха, если нет морозов. У многих птиц в начале апреля начинается брачный период.",  В Запорожье облаков на небе в этот день никто так и не увидел. Без осадков.  ,02,Воскресенье,апреля,26.7°, 1947,-2.8°, 2003 ,19:12,06:12,+16°,+1°
92," Народный прогноз погоды: 3 апреля отмечается день памяти святого Кирилла, епископа Катанского. В народе святого называли Кирилл - дери полоз. Так назван день за то, что в это время портятся дороги и ездить на санях в прежние времена становилось затруднительно. Если в этот день при восходе солнца в небе наблюдаются красные круги, то год обещает быть плодородным. С этого времени начинают набухать почки смородины. Появляются белые трясогузки.","  Утро в Запорожье было безоблачным, и до конца дня небо оставалось ясным. Без осадков.  ",03,Понедельник,апреля,23.7°, 1975,-7.0°, 1965 ,19:13,06:10,+18°,+3°
93," Народный прогноз погоды: 4 апреля почитается память священномученика Василия Анкирского. В народе святого называли Василием Теплым. В подтверждение теплой весенней погоды, в народе сложилось много поговорок, например: «В полдень сосульки роняют в снег слезы горючие». На Василия обычно солнце всегда ярко греть начинает, с крыш капель сыплет. Синие облака указывали на тепло и дождь: ""Первый апрельский дождь воза золотого стоит"", говорили наши предки.",  В Запорожье облаков на небе в этот день никто так и не увидел. Без осадков.  ,04,Вторник,апреля,23.5°, 1951,-5.8°, 1965 ,19:15,06:08,+22°,+6°
94," Народный прогноз погоды: В этот день почитается память преподобного Никона, игумена Киево-Печерского монастыря. В народе Никон считается покровителем шашечной игры. В этот день зяблик прилетает. Птицы были носителями каких-то примет, в том числе и погодных, поэтому, в старину, как только птицы возвращались с теплых краев, крестьяне зазывали их ко крыльцу, потчевали крошками, зернышками, льняным семенем. Наши предки заметили: если перелетные птицы летят дружными стаями, весна хорошей будет.","  Облака в Запорожье уже с утра заняли свое место под солнцем, и пасмурная погода держалась до самого вечера. Без осадков.  ",05,Среда,апреля,23.0°, 1975,-2.5°, 1963 ,19:16,06:06,+17°,+6°
95," Народный прогноз погоды: 6 апреля отмечается Канун Благовещения и почитается память преподобного Захарии монаха. В народе этот день назывался Похвалы Богородицы: «На похвал Богородицы и птичка похваляется первым яичком». В старину приметили: если ночь на Захария теплая - весна дружная будет; если сойдет к этому дню снег, значит насовсем, если нет - пролежит еще неделю.",  На протяжении всего дня небо в Запорожье было покрыто облаками. Без осадков.  ,06,Четверг,апреля,26.2°, 1986,-4.1°, 1963 ,19:18,06:04,+18°,+4°
96," Народный прогноз погоды: 7 апреля отмечается праздник Благовещенья Пресвятой Богородицы. «На Благовещение весна зиму поборола», - считают в народе, хотя известны и знаменитые благовещенские морозы. В этот день происходит третья встреча весны. Если 7 апреля ветер, иней и туман - к урожайному году. Если снег на крышах есть, так будет он еще через месяц в поле. Если Благовещенье холодное - жди сорок морозов по утрам. На Благовещение гроза - к теплому лету. Небо безоблачное, солнце яркое - быть лету грозному; оттепель - много морозов впереди. Если на Благовещенье ночь теплая - весна ранняя будет. Для рыболовов этот день хорош - на Благовещенье рыба хорошо ловится.",  Облачная погода продержалась в Запорожье до самого вечера. Без осадков.  ,07,Пятница,апреля,25.4°, 1975,-3.3°, 1965 ,19:19,06:02,+13°,+5°
97," Народный прогноз погоды: В этот день отмечается Собор Архангела Гавриила и почитается память преподобного Василия Нового. Женщины же в этот день оканчивали последнюю пряжу, а тем, кто продолжал прясть, говорили: «Не пойдёт впрок». Если в этот день восход светел, значит скоро снег полностью сойдет. Наши предки приметили, какова погода 8 апреля — такова она будет 8 октября, и наоборот.","  В Запорожье облачная погода продержалась весь день. Весь день прошел без осадков, только вечером начался дождь.  ",08,Суббота,апреля,25.7°, 1975,-0.7°, 1955 ,19:21,06:00,+11°,+7°
98," Народный прогноз погоды: 9 апреля почитается память мученицы Матроны Солунской. В народе святую называют Матрена Настовница, потому что в это время бывают утренние заморозки - снег от них замерзает, и люди ходят как по «насту». С теплых краев продолжают возвращаться птицы: овсянки, пигалицы, чибисы. Если чибис летит низко - к продолжительной сухой погоде; если он кричит с вечера - к ясной погоде. Если весенний лед тонет или остается на берегу, то лето будет холодным.","  В Запорожье на протяжении всего дня стояла облачная погода. Утром и днем шел дождь, который закончился ближе к вечеру.  ",09,Воскресенье,апреля,25.2°, 1975,-1.7°, 1945 ,19:22,05:58,+9°,+5°
99," Народный прогноз погоды: В этот день церковь чтит память святого преподобного мученика Евстратия Печерского и преподобного Илариона Нового. В прежние времена в этот день, если оканчивались заморозки, выгоняли скот на пастбище. В зависимости от температуры воздуха с этого дня вылетают шмели и комары. Наши предки продолжали наблюдать за птицами и составлять по ним прогноз погоды: если птицы вили гнезда на солнечной стороне, ожидалось холодное лето, если на теневой стороне, то лето обещало быть теплым.",  На протяжении всего дня погода в Запорожье была пасмурной. Без осадков.  ,10,Понедельник,апреля,24.7°, 1972,-5.1°, 1956 ,19:23,05:56,+12°,+4°
100," Народный прогноз погоды: 11 апреля отмечается день памяти преподобного Марка, епископа Арефусийского. Наши предки в этот день следили за гусями: если они высоко летят – воды будет много, низко – к малой осенней воде. Березовым соком наши предки на Марка отпаивали больных: чистили кровь, выгоняли недуги из желудка. В это время ломаются почки у черной смородины, калины, красной бузины.","  С самого утра небо в Запорожье покрылось облаками, которые не покинули его до позднего вечера. Без осадков.  ",11,Вторник,апреля,23.7°, 1959,-3.3°, 1954 ,19:25,05:55,+14°,+2°
101, Народный прогноз погоды: 12 апреля почитается память преподобного Иоанна Лествичника. 12 апреля в старину наблюдали за птицами: если дикие утки прилетели жирные – весна будет холодная и долгая; а если вдруг прекращается тяга вальдшнепов — жди скорого похолодания или снега. В это время лопаются почки у клена.,"  День в Запорожье был облачным, но вечером погода прояснилась. Ночью и утром осадков не наблюдалось. Днем пошел дождь, который ближе к вечеру закончился.  ",12,Среда,апреля,26.4°, 1998,-2.0°, 1965 ,19:26,05:53,+12°,+5°
102," Народный прогноз погоды: Церковь отмечает день святого Ионы, святителя Иннокентия и преподобного Ипатия. В народе Ипатий почитается как разрешитель неплодства и бесчадия. Наши предки продолжали наблюдать за перелетными птицами и делать выводы о предстоящей погоде. Если перелетные птицы хохлятся, то хорошей погоды не жди; прилетев весной, долго не щебечут - к холоду; вдруг примолкли – к грозе.",  В Запорожье на небе до позднего вечера не было ни облачка. Без осадков.  ,13,Четверг,апреля,24.2°, 1972,-2.5°, 1947 ,19:28,05:51,+17°,+1°
103," Народный прогноз погоды: 14 апреля отмечается день памяти Марии Египетской. В народе святую называли Марья Зажги Снега, Марья - заиграй овражки, Марья - пустые щи. Чтобы узнать о предстоящем лете, наблюдали за ночным небом: если ночь ясная и течёт тёплая вода, то лето будет тёплое и сухое. В это время распускается сирень, выползают лесные муравьи.","  На протяжении всего дня небо в Запорожье было покрыто облаками. С утра шел дождь, который закончился только ближе к вечеру.  ",14,Пятница,апреля,25.6°, 1983,-1.0°, 1947 ,19:29,05:49,+16°,+6°
104," Народный прогноз погоды: 15 апреля почитается память преподобного Тита чудотворца и мученика Поликарпа. В народе Тита называли Ледоломом, поскольку в это время вскрываются реки. К середине апреля выходили зимние запасы. В народе говорили: «Ничего нет, ни крохи, ни зерна, ни капли»; «Поликарпов день - начало бесхлебицы». Наши предки считали: если в этот день вешние воды текут медленно, лед тонет, значит будет тяжело народу в этом году.","  Утренние облака задержались в Запорожье до вечера, а потом рассеялись и больше не появились. Без осадков.  ",15,Суббота,апреля,25.7°, 1972,-1.1°, 1979 ,19:31,05:47,+14°,+6°
