,infoDayweek,infoDate,infoMonth,sunUp,sunDown,tempMax,tempMin,maxTemp,maxYear,minTemp,minYear,dayInfo,dayHistory
152,Суббота,02,июня,03:27,19:38,+22°,+7°,31.2°, 1962,5.4°, 1955 ,"  В Харькове ясному утру пришла на смену облачная погода, которая продержалась до позднего вечера. Без осадков.  "," Народный прогноз погоды: 2 июня отмечается день мучеников Фалалея, Александра и Астерия. Мученик Фалалей известен в народе под именем Огуречника, т.к. с этого дня начинали сеять огурцы: «На Филиппа да на Фалалея - доставай огурцы скорее». «На Фалалея - сади огурцы». Если в этот день много шишек на елке - к хорошему урожаю огурцов. В это время распускается жасмин. Также может еще зацветать рябина. Позднее цветение этого кустарника указывало нашим предками на позднюю осень."
153,Воскресенье,03,июня,03:27,19:39,+23°,+11°,33.2°, 1962,3.8°," 1950, 1978 ",  Облачная погода продержалась в Харькове до самого вечера. Всю вторую половину дня шел дождь.  ," Народный прогноз погоды: В этот день почитается память равноапостольных царя Константина и матери его царицы Елены. В народе Елену (Олёну) называли Леносейкой, так как это было время посева льна. Наши предки заметили, если в этот день погода будет ненастной, то и осень будет такой. Также по этому дню судили о начале зимы: ""Если 3 июня дождь с градом, то 3 декабря - снег с крупой"". В это время уже отцветают сады. Продолжается цветение у малины, шиповника, рябины. Могут появляться и первые грибы: красноголовики, подберезовики, белые."
154,Понедельник,04,июня,03:26,19:40,+27°,+11°,33.1°, 1962,2.7°, 2003 ,"  Утром облака в Харькове рассеялись, а днем снова собрались, но к вечеру освободили небо от своего присутсвия уже окончательно. Без осадков.  "," Народный прогноз погоды: 4 июня отмечается день памяти мученика Василиска. Этот день в прежние времена считался соловьиным днем. Наши предки ходили слушать пение соловья, считали, что ""хорошее утро с песен птиц начинается"". Если на Василиска соловей поет всю ночь, то день погожий будет. А если в этот день хорошо пахнет жимолостью - к дождю. 4 июня наши предки следили за насекомыми: если массово появлялись пауки и оводы - к урожаю огурцов. На хороший урожай указывали и сильные росы."
155,Вторник,05,июня,03:25,19:40,+29°,+15°,32.7°, 1975,4.1°, 1950 ,"  Небо в Харькове днем затянули облака, которые продержались до вечера и уже никуда не исчезли. Вечером был дождь.  ", Народный прогноз погоды: 5 июня почитается память святителя Леонтия Ростовского и чудотворца Романа Угличского. На Леонтия кончают посадку огурцов. Наши предки заметили: «Много оводов в этот день - к большому урожаю огурцов». Если утром трава пахнет сильнее обычного - к дождю.
156,Среда,06,июня,03:25,19:41,+17°,+13°,32.2°, 1975,2.6°, 1947 ,  Пасмурная погода держалась не весь день - вечером в Харькове небо стало чистым и ясным. Утром был дождь. День и вечер прошли без осадков.  ," Народный прогноз погоды: В этот день почитается память преподобного Симеона столпника на Дивной горе, чудотворца. Погоду 6 июня в прежние времена предсказывали пчелы: если они роем гудят на цветущей рябине - завтра будет ясный день. В это время в садах цветут поздние сорта яблонь, вишни."
157,Четверг,07,июня,03:24,19:42,+19°,+8°,32.2°, 1948,7.1°, 1958 ,"  В Харькове днем на небе появились облака, которые к вечеру рассеялись. Без осадков.  "," Народный прогноз погоды: 7 июня отмечается день памяти священномученика Ферапонта и Ивана Предтечи. В прежние времена этот день называли медвяными росами, Ферапонт Рябинник. В народе об этом дне говорят: «С Иванова дня пошли вредные (медяные) росы, приносящие болезни растениям». 7 июня часто гремят грозы. Особенно наши предки наблюдали в этот день за рябиной: если на ней много цветов - будет хороший урожай хлеба. А вот если рябина поздно расцветает, то осень будет долгой."
158,Пятница,08,июня,03:24,19:43,+23°,+8°,32.8°, 1975,5.1°, 1950 ,"  Вечер в Харькове оставался ясным, несмотря на то, что днем небо было затянуто тучами. Без осадков.  "," Народный прогноз погоды: 8 июня почитается память апостолов Карпа и Алфея. Наши предки называли этот день Карп-карполов, так как на Карпа хорошо карпы ловятся. Следили в этот день за комарами: если их было слишком много, то последние дни месяца ожидались теплыми, но дождливыми."
159,Суббота,09,июня,03:24,19:44,+25°,+14°,33.0°, 1948,5.4°, 1982 ,"  В этот день в Харькове с утра и до самого вечера сохранялась пасмурная погода. Ночь и утро прошли без осадков. Днем начался дождь c грозой, который к вечеру закончился.  "," Народный прогноз погоды: В этот день почитается память священномученика Ферапонта, епископа Сардийского и мученицы Феодоры девы. В народе есть поговорка: «На Федору не выноси из избы сору». В этот день избы не мели и не мыли, чтобы не навлечь беду. В прежние времена в этот день следили за муравьями: если вокруг муравейника много муравьев - к хорошей погоде."
160,Воскресенье,10,июня,03:23,19:44,+20°,+11°,31.5°, 1948,5.3°, 1976 ,"  Днем облака в Харькове появились на небе лишь только для того, чтобы к вечеру бесследно исчезнуть. Без осадков.  "," Народный прогноз погоды: 10 июня отмечается день памяти преподобного Никиты исповедника. Святой Никита в народе почитается стражем гусей, поэтому его попросту называют Гусятником. Это обрядовый праздник. Гуси с весны требуют внимательного ухода, т.к. появившиеся в это время гусята часто гибнут. Чтобы спасти их от гибели, народ и дал им святого покровителя. В народе считается - если тихий день, то урожай будет хороший. Следили также за клевером: ""Клевер сближает листочки - к ненастью""."
161,Понедельник,11,июня,03:23,19:45,+24°,+9°,32.2°, 1981,6.1°, 1984 ,"  Весь день небо в Харькове было ясным, и тучи не омрачили его своим присутствием. Без осадков.  "," Народный прогноз погоды: В этот день почитается память священномученицы Феодосии, девы Тирской. В народе святую называли Колосяница и Гречишница, поскольку в это время начинает колоситься хлеб и сеют гречку. С давних времен день Федосьи считается несчастливым днем: «День святой Феодосии стоит один всех понедельников». В прежние времена в этот день наблюдали за воробьями: если они веселы, подвижны, драчливы - к хорошей погоде."
162,Вторник,12,июня,03:23,19:46,+26°,+13°,31.6°, 1981,2.7°, 1982 ,"  Уже утром небо в Харькове затянуло облаками, которые так и не исчезли до конца дня. Без осадков.  "," Народный прогноз погоды: 12 июня отмечается день памяти преподобного Исаакия-исповедника. В народе этот день считается змеиным. По народному поверью, в этот день змеи «ходят по лесам станицами» и убивать их очень опасно. Каждому встречному они готовы за это мстить без милосердия. С древних времен до нас дошла традиция в день Исаакия сажать бобы. Наши предки 12 июня наблюдила за пауками: если пауки усиленно работают в этот день, значит погода будет меняться. В это время цветут шиповник и жасмин."
163,Среда,13,июня,03:23,19:46,+23°,+17°,32.7°, 1998,6.4°, 1950 ,"  С утра и до самого вечера небо в Харькове было скрыто за облаками. На протяжении всего дня шел дождь, который ближе к вечеру закончился.  "," Народный прогноз погоды: 13 июня почитается память мученика Ермия. В народе Ермия называли Распрягальником. Это был обрядовый народный праздник. Считалось, что в этот день следует окончить сев. Наши предки прислушивались к кукушке, если она в этот день кукует - хорошая погода будет. Также обращали внимание на росу - чем обильнее она вечером, тем назавтра жарче."
164,Четверг,14,июня,03:23,19:47,+28°,+15°,36.8°, 1998,4.1°, 1950 ,"  Вечер в Харькове оставался ясным, несмотря на то, что днем небо было затянуто тучами. Без осадков.  "," Народный прогноз погоды: В этот день почитается память мучеников Иустина Философа и Харитона. В народе заметили, если в этот день долго кукует кукушка - предполагается теплая погода без холодного утра. Утро этого дня имело для крестьян большое значение - по нему определяли урожай: красное утро на Устина - красный налив ржи; дождь, пасмурно - урожай на лен и коноплю. Для этого дня существует красивая семейная традиция: вечер этого дня следует провести наедине с любимыми, тогда в семье будет счастье."
165,Пятница,15,июня,03:23,19:47,+30°,+19°,32.9°, 1960,6.7°, 1966 ,"  В Харькове пасмурная погода уступила свои позиции во второй половине дня, но уже к вечеру небо опять затянулось облаками. Без осадков.  "," Народный прогноз погоды: 15 июня отмечается день святителя Никифора, исповедника, патриарха Константинопольского. Погоду в этот день нашим предкам предсказывало солнце: если оно по вечеру не сядет в облако, то следующий день будет хороший; если сядет в облако, то ненастный или пасмурный."
166,Суббота,16,июня,03:23,19:48,+29°,+18°,34.1°, 1954,5.5°, 1966 ,"  На смену пасмурному утру в Харькове пришел ясный день, и облаков на небе не было до позднего вечера. Без осадков.  "," Народный прогноз погоды: 16 июня почитается память мученика Лукиана. В народе этот день называли Лука Ветреник, поскольку ветер в этот день являлся главным персонажем. На Луку более всего боялись северо-восточного ветра, который будто бы приносит с собой беспрерывные дожди, вредные при наливании ржи. Наши предки внимательно следили за направлением ветра: с северной стороны - будет день ясный; холодноватый ветер - может быть градовый дождь; с юга или запада - к ненастью; с юго-запада - ненастье надолго."
167,Воскресенье,17,июня,03:23,19:48,+27°,+18°,34.7°, 1954,5.9°, 1966 ,"  Утром небо в Харькове находилось во власти облаков, но во второй половине дня полностью от них очистилось. Без осадков.  "," Народный прогноз погоды: В этот день почитается память святителя Митрофана Константинопольского. На Митрофана наши предки следили за вечерней зарей: красная заря - к ветру; светлая и желтая - к дождю. В это время зацветают поздние сорта рябины, яблони."
168,Понедельник,18,июня,03:23,19:49,+27°,+16°,33.9°, 1956,7.1°, 1959 ,  В этот день в Харькове небо оставалось ясным до самого позднего вечера. Без осадков.  ," Народный прогноз погоды: 18 июня отмечается день священномученика Дорофея, епископа Тирского. В народе говорили: ""День Дорофея - утро вечера мудренее"". Если в этот день солнце парит и тишина в воздухе, можно готовится к грозе. С Дорофея начинаются самые короткие ночи в году - ""воробьиные""."
169,Вторник,19,июня,03:23,19:49,+29°,+16°,33.6°, 1975,6.2°, 1958 ,"  Днем облака в Харькове появились на небе лишь только для того, чтобы к вечеру бесследно исчезнуть. Без осадков.  "," Народный прогноз погоды: В этот день почитается память преподобного Илариона Нового. В сельских жителей начинается разгар прополки. По этому поводу есть пословица: «Пришел Илларион - дурную траву из поля вон». Наши предки в этот день понаблюдали за насекомыми: если жуки летают вечером, можно расчитывать на хорошую погоду."
170,Среда,20,июня,03:23,19:49,+30°,+18°,33.3°, 1956,5.7°, 1955 ,"  Несмотря на облачное утро и пасмурный день, вечером в Харькове стояла ясная погода. Без осадков.  "," Народный прогноз погоды: 20 июня отмечается день памяти священномученика Феодота (Федота) Анкирского. В народе святого Федота называли Урожайником. «Святой Федот тепло дает - рожь в золото ведет». Для наших предков погода этого дня имела большое значение: если она теплая, ясная, то урожай ржи будет хороший, налив полный, зерно крупное; если будет дождь - зерно будет плохое, тощее. В прежние времена прислушивались к лесу: перед грозой он притихает. Следили и за самим громом: если долго гремит - будет град."
171,Четверг,21,июня,03:23,19:49,+29°,+17°,34.3°, 1948,8.3°, 1955 ,  В Харькове весь день держалась ясная погода и оставалась такой до позднего вечера. Без осадков.  ," Народный прогноз погоды: 21 июня отмечается день памяти великомученика Феодора Стратилата. В народе святого называли Колодезником, поскольку это был день копателей коледезей. Наши предки говорили, что «Стратилат грозами богат» - с этого дня наступает пора летних гроз. Приметили в старину, если во время грозы слышатся раскаты грома, то стоит ждать затяжного ненастья. Также в этот день обращали внимание на росы: если много росы, то урожай будет хорошим. 21-22 июня - день летнего солнцестояния."
172,Пятница,22,июня,03:23,19:50,+32°,+18°,35.0°, 1972,6.7°, 1983 ,  В Харькове на небе до позднего вечера не было ни облачка. Без осадков.  ," Народный прогноз погоды: В этот день почитается память святителя Кирилла Александрийского. В прежние времена день 22 июня имел еще и такое название - Кирилл Конец Весны Начало Лету. Это второй день летнего солнцестояния, и это самый длинный день в году. По этому поводу наши предки говорили, что «На Кириллу солнышко отдает земле всю свою силу». По солнцу и о предстоящей погоде судили: если оно светит днем как бы сквозь оболочку - надо вскоре ожидать дождя."
173,Суббота,23,июня,03:24,19:50,+33°,+21°,34.6°," 1948, 1981",2.6°, 1983 ,"  Начиная с самого утра и до позднего вечера, погода в Харькове оставалась пасмурной. Днем и вечером был дождь c грозой.  "," Народный прогноз погоды: 23 июня почитается память священномученика Тимофея Прусского. В народе день Тимофея назывался мышиный писк. По преданию, в этот день по земле ходят-бродят призраки. Старые люди верили и видели в эту пору несметные «стада мышей» на гумнах, что не предвещало ничего хорошего. Погоду в этот день предсказывал дым от костра: если он поднимается столбом - к ясной погоде, стелется по земле - к ненастью. А если на Тимофея стоит засуха, то в этот день добра не жди."
174,Воскресенье,24,июня,03:24,19:50,+21°,+15°,34.5°, 1954,8.0°, 1969 ,  Весь день в Харькове было облачно. Ночной дождь c грозой утром сменился дождем. Ближе к полудню осадки прекратились.  ," Народный прогноз погоды: 24 июня отмечается день памяти апостолов Варфоломея и Варнавы. В прежние времена в этот день нельзя было рвать траву, поскольку люди верили, что по ней катается всякая нечистая сила. Солнечную погоду 24 июня предсказывал туман, который утром стелется по воде, и мокрица, которая остается раскрытой весь день. Наши предки заметили, если во время восхода солнца стоит духота, то хорошей погоды не ждать. Дождь предвещала чистая вода в водоемах и сильный запах травы и жимолости утром."
175,Понедельник,25,июня,03:24,19:50,+22°,+12°,35.9°, 1957,9.0°, 1945 ,"  Днем в Харькове была облачная погода, но к вечеру небо прояснилось. Без осадков.  "," Народный прогноз погоды: 25 июня отмечается день памяти преподобных Петра Афонского и Онуфрия Великого. В народе этот день часто называли Петр Поворот, так как с Петра Афонского солнце на зиму, а лето на жары поворачивает. В прежние времена принято было сеять в этот день до обеда какое-нибудь белое зерно, а после обеда - чёрное (гречку). Исполнение этого правила гарантировало удачу. В этот день выпадают большие росы. Наши предки приметили, если дождь идет маленькими каплями - будет идти долго."
176,Вторник,26,июня,03:25,19:50,+25°,+14°,36.3°, 1957,8.6°," 1949, 1969 ","  Начиная с самого утра и до позднего вечера, погода в Харькове оставалась пасмурной. Без осадков.  "," Народный прогноз погоды: В этот день почитается память мученицы Акелины (Акулины). В народе этот день называли: Акулина Гречишница (в это время сеют гречу), Акулина - Кривые огурцы (в это время еще можно сеять огурцы, но красивыми они уже не будут). С Акулины лютуют мошкара, комары, оводы, слепни, мухи. «Мошкара толчется кругами - к хорошей погоде». Наши предки вечером 26 июня следили за луной: если она в белом кругу, то будет дождь. Конец «воробьиным ночам». В это время зацветает барбарис."
177,Среда,27,июня,03:25,19:50,+32°,+19°,34.5°, 1954,7.5°, 1969 ,  С утра и до самого вечера небо в Харькове было скрыто за облаками. Без осадков.  ," Народный прогноз погоды: 27 июня отмечается день памяти святого пророка Елисея. Наши предки боялись дождя в этот день, поскольку он обещал еще семь недель непогоды. Предсказывать погоду в этот день могла и рыба: если она играет в реке - ночью может быть гроза."
178,Четверг,28,июня,03:26,19:50,+31°,+21°,32.6°, 1954,10.6°, 1983 ,"  С утра и до самого вечера небо в Харькове было скрыто за облаками. Утро и день прошли без осадков, только ближе к вечеру начался дождь.  "," Народный прогноз погоды: В этот день почитается память мучеников Вита (Фита) и Модеста. Святому Модесту молятся на случай падежа скота. В народе говорили, что на Вита соловей замолкает. Наши предки заметили, что «Дождь на Фита - плохо для жита». По примете, день 28 июня желателен солнечный, так как в случае дождливой и ненастной погоды в доме будет разлад и склоки. В прежние времена приметили, если во время восхода солнца стоит духота - к ненастью."
179,Пятница,29,июня,03:26,19:49,+28°,+20°,34.1°, 1954,8.5°, 1953 ,  В Харькове облачная погода продержалась весь день. Ночью и утром шел дождь.  ," Народный прогноз погоды: 29 июня отмечается день памяти святителя Тихона Амафунтского. В народе говорили: «На Тихона солнце идет тише». Это считается самый тихий день в году. С Тихона кончается молодое лето, наступает зрелое. В этот день устраивали пир для тружеников, которые унавоживали поля. Эти люди были очень нужны, потому что: ""Где лишняя навоза колыжка, там лишняя хлеба коврижка"". Наши предки приметили, если пчелы утром играют - будет ясный день, толкутся - к ненастью."
180,Суббота,30,июня,03:27,19:49,+29°,+20°,35.7°, 1954,8.2°, 1962 ,   ," Народный прогноз погоды: 30 июня почитается память священномучеников Мануила и Исмаила. В прежние времена говорили: «На Мануила солнце застаивается (медлит в зените)». Эту народную примету подтверждают данные астрономов: действительно, к этому времени Земля сбавляет скорость движения вокруг Солнца. На ночном небе в это время видны зарницы. Наши предки в этот день прислушивались к деревьям: если сосна звенит, а дуб - стонет, значит бурю не миновать."
181,Воскресенье,01,июля,03:28,19:49,+24°,+15°,34.2°, 1954,7.2°, 1953 ,"  С утра и до самого вечера небо в Харькове было скрыто за облаками. Ночью прошел дождь c грозой, но уже к утру он закончился. Вся остальная часть дня прошла без осадков.  "," Народный прогноз погоды: 1 июля почитается память мучеников Леонтия, Ипатия и Федула. В давние времена 1 июля отмечался Ярилин день - день палящего солнца. По этому поводу организовывались народные гуляния. Наши предки в этот день наблюдали за травой: если утром она сухая - к ночи ожидай дождя. В это время отцветает малина, начинают цвести лилии."
182,Понедельник,02,июля,03:28,19:49,+24°,+14°,33.0°, 1991,8.9°," 1953, 1957 ",   ," Народный прогноз погоды: 2 июля отмечается день памяти мученика Зосимы. В народе Зосима считается покровителем пчел. С этого времени пчелы начинают заносить мед, заливать соты. Поскольку день посвящен этим трудолюбивым насекомым, то и погоду наши предки определяли по их поведению. Так вот: когда пчелы сильно летят к своим ульям, то скоро дождь; становятся злее, чаще жалят - перед засухою; сидят на стенках улья - к сильной жаре."
183,Вторник,03,июля,03:29,19:48,+24°,+14°,33.8°, 1959,5.7°, 1957 ,"  Небо в Харькове днем затянули облака, которые продержались до вечера и уже никуда не исчезли. Без осадков.  "," Народный прогноз погоды: В этот день почитается память священномученика Мефодия, епископа Патарского. В народе этот день называли Паутинный, потому что погоду предсказывал паук. Если в этот день он не раскидывает сетей - будет дождь или буря. А если снова плетет паутину - перемена погоды к лучшему. Очень часто этот день бывает дождливый, с грозой. Дождь в этот день мог ""предсказать"" не только паук. Если муравьи прячутся в кучи - жди сильного ветра, дождя, грозы; жаба в траву выползла - тоже ожидай дождя."
184,Среда,04,июля,03:30,19:48,+25°,+13°,35.2°, 1954,8.4°, 1947 ,"  Небо в Харькове днем затянули облака, которые продержались до вечера и уже никуда не исчезли. Без осадков.  "," Народный прогноз погоды: 4 июля отмечается день священномученика Терентия, епископа Иконийского. В прежние времена заметили, если этот день жаркий, то декабрь будет морозным. В это время зацветает липа."
185,Четверг,05,июля,03:31,19:47,+24°,+17°,33.8°, 1970,8.8°, 1976 ,"  Несмотря на то, что в Харькове на протяжении дня погода была пасмурной, вечером все же произошло прояснение. Без осадков.  "," Народный прогноз погоды: В этот день почитается память священномученика Евсевия, епископа Самосатского. Наши предки в этот день ожидали дождя, так как он указывал на хороший урожай хлебов. Хороший урожай обещал и месяц, который играет вечером. А утром наблюдали за туманом: если он стелется по воде - будет хорошая погода."
186,Пятница,06,июля,03:32,19:47,+27°,+14°,33.8°, 2002,9.7°, 1976 ,  В Харькове на протяжении всего дня стояла облачная погода. Днем прошел дождь c грозой. Вечером осадков не наблюдалось.  ," Народный прогноз погоды: 6 июля отмечается день Владимирской иконы Божией Матери. Также в этот день почитается память священномученицы Агриппины. В народе святую называли Аграфена Купальница, потому что в этот день начинались купанья. Пожалуй, самым главным событием дня Аграфены Купальницы был сбор трав, кореньев для лечебных и знахарских целей. Чтобы узнать погоду на ближайшее будущее, наши предки в этот день следили за воронами: если они под тучи взвиваются - к ненастью."
187,Суббота,07,июля,03:32,19:46,+28°,+18°,34.0°, 2002,8.7°, 1952 ,"  На протяжении всего дня погода в Харькове была пасмурной. Дождь c грозой начался еще до рассвета, но к середине дня прекратился.  "," Народный прогноз погоды: 7 июля отмечается Рождество честного славного Пророка, Предтечи и Крестителя Господня Иоанна. Это один из самых почитаемых народом праздник. С 7 июля наши предки начинали сенокос, пока трава не осеменилась. Наши предки заметили, если на Ивана сильная роса - к урожаю огурцов. В прежние времена говорили, если в этот день будет дождь, то через пять дней солнышко будет светить. Дождь на Ивана Купала считался благодатным."
188,Воскресенье,08,июля,03:33,19:46,+28°,+17°,34.9°, 1968,8.9°, 1958 ,"  Несмотря на ясное утро, днем и вечером в Харькове погода оставалась пасмурной. Без осадков.  "," Народный прогноз погоды: В этот день почитается память святого благоверного князя Петра и княгини Февронии, муромских чудотворцев. Святые супруги прославились благочестием и милосердием. Петр и Феврония скончались в один день и час. Они - образец христианского супружества. Наши предки заметили, с этого дня следует ожидать еще сорок жарких дней."
189,Понедельник,09,июля,03:34,19:45,+28°,+18°,37.0°, 2002,10.0°, 1992 ,"  В Харькове ясному утру пришла на смену облачная погода, которая продержалась до позднего вечера. Без осадков.  "," Народный прогноз погоды: 9 июля отмечается день иконы Тихвинской Божьей Матери. Также в этот день почитается память преподобного Давида Солунского. В народе святого называют Земляничником, так как к этому времени поспевает земляника. У наших предков существовало поверье: кто хочет занять денег, тот должен положить травы земляники в карман и смело идти - отказа не будет. Чтобы узнать погоду, в прежние времена следили за травой: если утром она сухая, к ночи следует ожидать дождя."
190,Вторник,10,июля,03:35,19:44,+30°,+19°,35.5°, 2002,8.2°, 1958 ,"  В Харькове ясная погода продержалась совсем немного в утреннее время, днем небо укрыли облака и не покинули его до позднего вечера. Без осадков.  "," Народный прогноз погоды: 10 июля отмечается день памяти преподобного Сампсона Странноприимца. В народе известно такое название этого дня - Самсон Сеногной, потому что часто 10 июля бывают дожди, что, в свою очередь, портит заготовку сена. Если дождь в этот день случается, то будет он идти до Бабьего лета. А если погода хорошая, солнечная, то продержится она еще семь недель."
191,Среда,11,июля,03:36,19:44,+27°,+19°,36.4°, 1996,9.1°, 1973 ,"  С самого утра небо в Харькове покрылось облаками, которые не покинули его до позднего вечера. Утром пошел дождь, который закончился еще до середины дня. Больше осадков не было.  "," Народный прогноз погоды: В этот день почитается память преподобных Сергия и Германа, Валаамских чудотворцев. С этого дня уже можно копать ранний картофель. В прежние времена заметили, что на кануне Петрова дня (12 июля) солнце необычайно горело, разливалось красками. В этот день наши предки слушали кукушку: если она переставала куковать - зима рано придёт."
192,Четверг,12,июля,03:37,19:43,+27°,+18°,37.6°, 1996,9.7°, 1950 ,"  В Харькове ясному утру пришел на смену пасмурный день, но к вечеру облака рассеялись. Без осадков.  "," Народный прогноз погоды: 12 июля отмечается день памяти славных и всехвальных первоверховных святых апостолов Петра и Павла. Этот день считается макушкой лета. Наши предки заметили, если ясно на Петров день - год будет хорошим, а если дожди - 40 дней еще будет ненастье. Чаще всего этот день сухой, жаркий, светлый. По этому поводу существовала поговорка: «Петр-Павел жару прибавил». Если кукушка кукует после Петрова дня, то, значит, лето будет хорошее, долгое и снег нескоро выпадет."
193,Пятница,13,июля,03:38,19:42,+30°,+18°,32.4°, 1973,11.1°, 1946 ,"  Утром небо в Харькове было ясное, а днем покрылось тучами, которые не исчезли до завершения дня. Без осадков.  "," Народный прогноз погоды: В этот день отмечается собор святых славных и всехвальных 12 апостолов: Петра, Андрея, Иакова Зеведеева, Иоанна, Филиппа, Варфоломея, Фомы, Матфея, Иакова Алфеева, Иуды Иаковля, Симона Зилота и Матфия. Наши предки прислушиваться к кукушке: если она продолжает куковать - лето будет хорошее и долгое."
194,Суббота,14,июля,03:39,19:41,+31°,+21°,32.2°, 2002,9.6°, 1968 ,"  На протяжении всего дня небо в Харькове было покрыто облаками. Дождь c грозой, который начался во второй половине дня, к вечеру сменился на дождь.  "," Народный прогноз погоды: 14 июля отмечается день памяти святых чудотворцев бессребренников Космы и Дамиана. В крестьян в это время начинался сенокос: «Кузьма и Демьян пришли - на покос пошли». К этому времени поспевает малина, первые овощи. Наши предки на Кузьму и Демьяна варили варенье из крыжовника. В прежние времена заметили, хорошая погода 14 июля обещает хорошую погоду 14 ноября, а если будет плохая погода в этот день, то и 14 ноября ничего хорошего не жди."
195,Воскресенье,15,июля,03:40,19:40,+25°,+19°,34.1°, 1966,9.6°, 1993 ,"  Весь день в Харькове было облачно. Ночью был дождь, но уже к утру он закончился. Больше осадков не наблюдалось.  "," Народный прогноз погоды: В этот день почитается память святителя Фотия, митрополита Киевского. В прежние времена в этот день был еще праздник Берегини. Берегиня почиталась хранительницей от зла и защитницей здоровья. К этому времени поспевает рання вишня. Наши предки заметили, если к 15 июля на деревьях «проглянут» первые желтые листья - осень наступит рано и зима будет ранней. В период с 15 по 20 июля в реках и водоемах начинает цвести вода."
