,infoDayweek,infoDate,infoMonth,sunUp,sunDown,tempMax,tempMin,maxTemp,maxYear,minTemp,minYear,dayInfo,dayHistory,city
66,Среда,8,марта,07:13,18:47,+11°,+2°,18.2°, 1999,-18.1°, 1985 ,"  С самого утра небо в Херсоне покрылось облаками, которые продержались до конца дня. Без осадков.  ", Народный прогноз погоды: 8 марта почитается память преподобного Поликарпа Брянского. С 8 по 15 марта не исключено возвращение холодов: «Март месяц любит куролесить: морозом гордится и на нос садится». Зима уступает место весне.,herson
67,Четверг,9,марта,07:11,18:48,+12°,+2°,18.4°, 1990,-17.6°, 1985 ,"  Утром небо в Херсоне находилось во власти облаков, но во второй половине дня полностью от них очистилось. Без осадков.  "," Народный прогноз погоды: 9 марта отмечается день обретения главы Иоанна Крестителя. Этот день предсказывал погоду на апрель: ""Если день по снегу, то и в апреле по снегу, а если по голу, то и в апреле по голу"". День 9 марта в народе зовут еще Дмитриевым днем. И по этому дню судили о погоде на праздник Пасхи: ""Если Дмитриев день на снегу, то святая (Пасха) по снегу, а Дмитриев по голу, и святая по голу"". Если рога луны яркие и крутые — к морозу.",herson
68,Пятница,10,марта,07:09,18:49,+14°,+1°,19.6°, 1975,-12.6°," 1952, 1954 ",  На протяжении всего дня небо в Херсоне было покрыто облаками. Без осадков.  ," Народный прогноз погоды: В этот день почитается память святителя Тарасия, архиепископа Константинопольского. Погоду в этот день предсказывают птицы: синица запела - тепло ворожит. С этого дня происходит переход средней температуры воздуха через 0 градусов. Это считается временем появления проталин. Набухают почки — весну чуют. С этого дня хорошо садить семена на рассаду капусты и помидоров.",herson
69,Суббота,11,марта,07:07,18:51,+10°,+6°,17.0°, 1961,-14.3°, 1987 ,"  С утра и до самого вечера небо в Херсоне было скрыто за облаками. Ночью и утром осадков не наблюдалось. Днем пошел дождь, который ближе к вечеру закончился.  "," Народный прогноз погоды: 11 марта отмечается день памяти святого Порфирия, епископа Гизского. В прежние времена погоду в этот день определяли по ветру: если ветер подует с юга или с юго-запада, следует ждать скорого потепления.",herson
70,Воскресенье,12,марта,07:05,18:52,+10°,+4°,15.6°, 1990,-20.4°, 1987 ,  Весь день в Херсоне было облачно. Без осадков.  ," Народный прогноз погоды: 12 марта почитается память преподобного Прокопия Декаполита, исповедника. В народе этого святого называли еще Перезимником. Говорили, что в этот день ""март дорогу рушит, да вязнет в сугробе"", ""и тает, и мерзнет"". Если в этот день бывал дождь, то ожидали и мокрого лета. А если дул южный ветер, и на улице была капель, то лето обещало быть теплым.",herson
71,Понедельник,13,марта,07:03,18:54,+13°,+2°,16.2°, 2001,-19.1°, 1987 ,  Весь день в Херсоне было облачно. Без осадков.  ," Народный прогноз погоды: В этот день почитается память преподобного Василия, исповедника. В народе замечено, что этот день всегда бывает теплым, правда может случится и дождь, но это хорошая примета: к богатому урожаю и хорошему лету. Наши предки наблюдали, как тают круги вокруг дерева, по этому судили о весенней погоде: ""круты края, крута и весна будет, пологи — весна будет протяжливой"". 13 марта считается астрономическим рубежом зимы и лета.",herson
72,Вторник,14,марта,07:01,18:55,+9°,+5°,16.9°, 2001,-15.4°, 1987 ,  Весь день в Херсоне было облачно. Без осадков.  ," Народный прогноз погоды: 14 марта почитается память первомученицы Евдокии. В старину по Евдокии судили о лете и будущем урожае: «Какова Евдокия, таково и лето»; «Отколе ветер в Евдокию, оттуда и все лето». «Если грачи прилетели до Евдокии - лето будет мокрое, а снег сойдет рано». Если 14 марта идет снег с дождем и дует теплый ветер, значит лето будет мокрое; а мороз и ветер с севера - к лету холодному.",herson
73,Среда,15,марта,06:59,18:56,+9°,+5°,18.1°, 2002,-16.1°, 1987 ,"  Ясным небо в Херсоне было недолго, потом его затянули облака, которые продержались до вечера. Весь день прошел без осадков, только вечером начался дождь.  "," Народный прогноз погоды: 15 марта почитается память священномученика Феодота Киринейского. С давних времен по этому дню смотрели, каким будет лето. Если дует тёплый ветер, то ждали тёплого дождливого лета. Если снег, мороз, северный ветер, то летом тепла не будет. А если с утра зарядит дождь, то лить будет всё лето. И хотя погода еще может быть достаточно холодной, с этого дня прекращаются устойчивые морозы.",herson
74,Четверг,16,марта,06:57,18:58,+10°,+3°,18.2°, 1972,-17.1°, 1987 ,  В Херсоне облачная погода продержалась весь день. Утром и вечером шел дождь.  ," Народный прогноз погоды: В этот день почитается память протоиерея Петра Турчанинова. В прежние времена заметили, какова середина марта - таково и лето. У крестьян была традиция обходить крест-накрест поле, обозначая тем, что солнцу недосуг отдыхать, надобно, мол, вести влагу, снежицей поле поить. С этого дня для огородников начинается подготовка картофеля на посадку.",herson
75,Пятница,17,марта,06:55,18:59,+9°,+2°,14.4°, 1978,-8.9°, 1963 ,"  В Херсоне облачная погода продержалась весь день. Во второй половине дня пошел дождь, который продолжался до самого вечера.  "," Народный прогноз погоды: 17 марта отмечается день памяти преподобного Герасима Иорданского. В народе Герасима называют Грачевником, потому что с этого дня с теплых стран прилетают грачи: «Грач на горе - так и весна на дворе». Если грач прилетел, через месяц снег сойдет. Когда грач с земли хворостину поднимает - солнечное лето обещает. Если грачи кричат, значит погода скоро испортится (скорее всего будет дождь).",herson
76,Суббота,18,марта,06:53,19:01,+9°,-2°,19.9°, 1990,-9.6°, 1963 ,"  Ясной погодой нас этот день не порадовал - в Херсоне тучи закрыли небо уже с самого утра и никуда не делись до позднего вечера. Весь день прошел без осадков, только вечером начался дождь.  ", Народный прогноз погоды: 18 марта отмечается день памяти мученика Конона Исаврийского. В народе святого Конона называют Огородником. С этого дня начиналась горячая огородная пора. В народе говорили: «На Конона Градаря начинай копать гряды в огороде».,herson
77,Воскресенье,19,марта,06:51,19:02,+11°,+2°,17.3°, 1990,-11.9°, 1987 ,"  Пасмурная погода держалась не весь день - вечером в Херсоне небо стало чистым и ясным. Ночью начался дождь, но ближе к утру он закончился. Больше в этот день осадков не было.  "," Народный прогноз погоды: В этот день почитается память преподобного Иова Анзерского. В небе уже можно увидеть белого аиста, который возвращается в свои родные края. Также может возвращаться и трясогузка, хотя для нее еще рановато.",herson
78,Понедельник,20,марта,06:49,19:03,+9°,+1°,19.7°, 1990,-9.4°, 1952 ,  Весь день в Херсоне было облачно. Без осадков.  ," Народный прогноз погоды: 20 марта отмечается день памяти святого мученика Василия, епископа Херсонского Таврического. Устанавливается уже теплая погода, но холода не спешат отступать: ""С крыш капает, а за нос цапает"", днем весенняя капель, а к вечеру может наступить мороз.",herson
79,Вторник,21,марта,06:47,19:05,+11°,+3°,20.5°, 1974,-12.8°, 1984 ,"  В Херсоне на протяжении дня стояла пасмурная погода, утром было небольшое прояснение, но безоблачным небо оставалось недолго. Без осадков.  "," Народный прогноз погоды: 21 марта почитается память преподобных Лазаря и Афанасия Мурманских. Это день весеннего равноденствия. Ночь и день сравнялись по продолжительности. В северном полушарии начинается весна, а в южном - осень. Эта дата считается астрономическим днем рождения весны. Периоды равноденствия отличаются сильными ветрами и бурями. Если в этот день из тёплых краев возвращается жаворонок, то следует ждать тёплую весну. Если облака высоко и плывут по небу быстро, значит погода будет доброй.",herson
80,Среда,22,марта,06:45,19:06,+15°,+2°,22.0°, 2004,-6.5°, 2003 ,  Утренние облака в Херсоне не продержались долго - всю вторую половину дня в небе царила ясная погода. Без осадков.  ," Народный прогноз погоды: 22 марта отмечается день памяти 40 мучеников, в Севастийском озере мучившихся. Это вторая встреча весны (первая на Масленицу). Если трясогузка прилетела, то река через 12 дней вскроется; прилет жаворонка предвещал тепло; зяблик — стужу.",herson
81,Четверг,23,марта,06:43,19:08,+15°,+1°,19.7°, 1974,-7.3°, 1958 ,"  С утра небо в Херсоне было ясным, таким оно и оставалось до завершения дня. Без осадков.  "," Народный прогноз погоды: 23 марта отмечается день памяти мученика Кондрата (Кодрата). В старину была пословица, что в этот день «туман съедает снег», то есть указывает на приход тепла. Туман так же указывал на теплую середину мая, а иней - на дождливый день на Исакия Змеевика (12 июня). Синие облака, бегущие по небу, предсказывали тепло и дождь. А еще 23 марта бывает первая в новом году гроза. Рыбаки в этот день обращали внимание на весенние ручьи: если они бегут в лунку, то будет хорошо ловиться плотва.",herson
82,Пятница,24,марта,06:41,19:09,+16°,+3°,22.1°, 2004,-8.9°, 1958 ,"  Начиная с самого утра и до позднего вечера, погода в Херсоне оставалась пасмурной. Утром и днем осадков не наблюдалось, а вечером шел дождь.  "," Народный прогноз погоды: 24 марта почитается память святого Софрония премудрого, патриарха Иерусалимского. Как известно, март - это достаточно холодный месяц, поэтому заморозки и метели для него вполне нормальное явление. В старину заметили, что пушистый иней в этот день предвещает хорошую погоду. ""Если в этот день уходящий март уносит холода, летом будет тепло"". В это время начинается раннее сокодвижение березы.",herson
83,Суббота,25,марта,06:39,19:10,+12°,+6°,16.9°, 1973,-7.7°, 1982 ,  На протяжении всего дня погода в Херсоне была пасмурной. Без осадков.  ," Народный прогноз погоды: 25 марта почитается память преподобного Феофана, исповедника Сигрианского и Григория, Папы Римского. В народе этот день называют Феофан Проломи Наст, потому что к этому дню активно сходит снежный покров, почва полностью оттаивает. С этого дня уже можно сеять редис. В старину заметили: если 25 марта туман, то будет большой урожай льна и конопли.",herson
84,Воскресенье,26,марта,06:37,19:12,+10°,+3°,22.3°," 1974, 1954",-7.3°, 1997 ,"  Облачная погода продержалась в Херсоне до самого вечера. Утром и днем осадков не наблюдалось, а вечером шел дождь.  "," Народный прогноз погоды: В этот день отмечается перенесение мощей святителя Никифора, патриарха Константинопольского. В прежние времена приметили: если 26 марта будет туман, то все лето будет дождливое. Внимательно наблюдали за прилётом птиц: если первым из перелётных птиц прилетит жаворонок, значит быть теплу, а если зяблик — будет холодная погода.",herson
85,Понедельник,27,марта,06:36,19:13,+8°,0°,21.8°," 1974, 1954",-6.2°, 1957 ,"  Облака в Херсоне уже с утра заняли свое место под солнцем, и пасмурная погода держалась до самого вечера. Без осадков.  "," Народный прогноз погоды: 27 марта отмечается день памяти святого Феогноста, митрополита Московского. От наших предков к нам дошло такое наблюдение: тот, кому посчастливится услышать гром в этот день, может быть уверенными в том, что лето будет плодородным. Если весной в реках воды не прибавится, лето обещает быть жарким и сухим.",herson
86,Вторник,28,марта,06:34,19:14,+20°,+2°,20.9°," 1947, 1954",-6.1°, 1957 ,"  В Херсоне вечером стояла ясная погода, несмотря на то, что днем небо на какое-то время было затянуто облаками. Без осадков.  "," Народный прогноз погоды: 28 марта почитается память мучеников Агапия, Пуплия и других. Погоду этого дня предсказывают вода и птицы. В старину заметили: если весенняя вода течёт медленно, то год ожидается тяжёлый. Если же в этот день прилетают чайки, то можно ждать тепла. У наших предков был такой обычай: если в этот день ночью услышишь собачий вой, следует повернуть подушку, дабы сон был хорошим.",herson
87,Среда,29,марта,06:32,19:16,+19°,+3°,21.7°, 1986,-9.3°, 2001 ,  В этот день в Херсоне небо оставалось ясным до самого позднего вечера. Без осадков.  ," Народный прогноз погоды: В церковных святцах под этим днем числятся три мученика: Саввин, Папа и Трофим. В народе говорили: ""На Саввина сани покинь, телегу подвинь"", «Солнца хоть и нет, а вода все одно бежит». А если же 29 марта была теплая, солнечная погода, то и весна вся обещала быть теплой. Хорошо, когда снег тает от Солнца, а не от дождя: «Когда весна красными днями сгоняет снег - родится хлеб».",herson
88,Четверг,30,марта,06:30,19:17,+17°,+8°,21.0°, 1968,-6.2°, 1957 ,  В Херсоне на протяжении всего дня стояла облачная погода. Без осадков.  ," Народный прогноз погоды: 30 марта отмечается день памяти преподобного Алексея, прозванного в народе Алексеем Тёплым. На Алексея Тёплого, как правило, бурно тает снег. Если на Алексея тепло, то весна будет тёплой, если холодно - весна запоздает. Большие ручьи от тающего снега предвещали мокрое лето. В прежние времена говорили: «Алексей, человек Божий, зиму-зимскую на нет сводит», «Сверху печет - снизу течет».",herson
89,Пятница,31,марта,06:28,19:18,+11°,-2°,23.5°," 1947, 1954",-5.3°, 1981 ,"  Весь день небо в Херсоне было ясным, и тучи не омрачили его своим присутствием. Без осадков.  "," Народный прогноз погоды: 31 марта почитается память святителя Кирилла, архиепископа Иерусалимского. В народе святителя называли Кирилл - ""дери полоз"", потому что с этого времени дороги портились. Если к этому дню прилетело много лебедей, весна будет тёплой. С этого дня начинаются ранние грозы, раннее цветение мать-и-мачехи. Если на склонах холмов появляются первые цветы мать-и-мачехи, значит начало апреля будет тёплым.",herson
90,Суббота,1,апреля,06:26,19:20,+15°,+1°,22.8°, 1975,-5.8°, 2005 ,"  Уже утром небо в Херсоне затянуло облаками, которые так и не исчезли до конца дня. Ночью и утром осадков не наблюдалось. Днем пошел дождь, который ближе к вечеру закончился.  "," Народный прогноз погоды: В этот день почитается память мучеников Хрисанфа и Дарьи. В народе этот день называли «Дарья Грязные Проруби». В это время года приходится обходить грязь у проруби, искать проходы между проталинами. Наши предки об этом дне говорили: «На Дарью проруби мутятся». Если ночью звезд не видно, можно ждать теплой погоды; если день ветреный, то и весь год таким будет. В это время в небе появляются первые коршуны.",herson
91,Воскресенье,2,апреля,06:24,19:21,+18°,+4°,23.7°, 1975,-3.8°, 2005 ,"  В Херсоне до самого вечера держалась пасмурная погода, и лишь под конец дня небо очистилось от облаков. Без осадков.  "," Народный прогноз погоды: В этот день почитается память преподобного Евфросина Синозерского и святой мученицы Фотины (Светланы). Наши предки в этот день с утра выносили из домов на улицу красочные льнотканные изделия, развешивали их на заборах, воротах, калитках, украшали ветви берёз. В это время бывают первые грозы (более ранние бывают 23-31 марта), распускается серая ольха, если нет морозов. У многих птиц в начале апреля начинается брачный период.",herson
92,Понедельник,3,апреля,06:22,19:22,+18°,+2°,26.1°, 1975,-6.5°, 2004 ,"  Утро в Херсоне было безоблачным, и до конца дня небо оставалось ясным. Без осадков.  "," Народный прогноз погоды: 3 апреля отмечается день памяти святого Кирилла, епископа Катанского. В народе святого называли Кирилл - дери полоз. Так назван день за то, что в это время портятся дороги и ездить на санях в прежние времена становилось затруднительно. Если в этот день при восходе солнца в небе наблюдаются красные круги, то год обещает быть плодородным. С этого времени начинают набухать почки смородины. Появляются белые трясогузки.",herson
93,Вторник,4,апреля,06:20,19:24,+19°,+3°,26.0°, 1977,-7.9°, 2004 ,"  В Херсоне была ясная погода, но к вечеру небо покрылося облаками. Без осадков.  "," Народный прогноз погоды: 4 апреля почитается память священномученика Василия Анкирского. В народе святого называли Василием Теплым. В подтверждение теплой весенней погоды, в народе сложилось много поговорок, например: «В полдень сосульки роняют в снег слезы горючие». На Василия обычно солнце всегда ярко греть начинает, с крыш капель сыплет. Синие облака указывали на тепло и дождь: ""Первый апрельский дождь воза золотого стоит"", говорили наши предки.",herson
94,Среда,5,апреля,06:18,19:25,+18°,+5°,24.9°, 2000,-6.2°, 1965 ,  В Херсоне на протяжении всего дня стояла облачная погода. Без осадков.  ," Народный прогноз погоды: В этот день почитается память преподобного Никона, игумена Киево-Печерского монастыря. В народе Никон считается покровителем шашечной игры. В этот день зяблик прилетает. Птицы были носителями каких-то примет, в том числе и погодных, поэтому, в старину, как только птицы возвращались с теплых краев, крестьяне зазывали их ко крыльцу, потчевали крошками, зернышками, льняным семенем. Наши предки заметили: если перелетные птицы летят дружными стаями, весна хорошей будет.",herson
95,Четверг,6,апреля,06:16,19:27,+14°,+7°,26.6°, 1998,-5.1°, 1965 ,"  В Херсоне была пасмурная погода, которая прояснилась только к вечеру. Без осадков.  "," Народный прогноз погоды: 6 апреля отмечается Канун Благовещения и почитается память преподобного Захарии монаха. В народе этот день назывался Похвалы Богородицы: «На похвал Богородицы и птичка похваляется первым яичком». В старину приметили: если ночь на Захария теплая - весна дружная будет; если сойдет к этому дню снег, значит насовсем, если нет - пролежит еще неделю.",herson
96,Пятница,7,апреля,06:14,19:28,+10°,+7°,25.0°, 1986,-2.8°, 1978 ,  В Херсоне солнце в этот день редко показывалось из-за облаков. Утром пошел мелкий дождь и закончился в середине дня. Больше осадков не наблюдалось.  ," Народный прогноз погоды: 7 апреля отмечается праздник Благовещенья Пресвятой Богородицы. «На Благовещение весна зиму поборола», - считают в народе, хотя известны и знаменитые благовещенские морозы. В этот день происходит третья встреча весны. Если 7 апреля ветер, иней и туман - к урожайному году. Если снег на крышах есть, так будет он еще через месяц в поле. Если Благовещенье холодное - жди сорок морозов по утрам. На Благовещение гроза - к теплому лету. Небо безоблачное, солнце яркое - быть лету грозному; оттепель - много морозов впереди. Если на Благовещенье ночь теплая - весна ранняя будет. Для рыболовов этот день хорош - на Благовещенье рыба хорошо ловится.",herson
97,Суббота,8,апреля,06:12,19:29,+8°,+6°,24.9°, 1968,-2.1°, 1955 ,"  Весь день в Херсоне было облачно. Утром начался дождь, который закончился только ближе к вечеру.  "," Народный прогноз погоды: В этот день отмечается Собор Архангела Гавриила и почитается память преподобного Василия Нового. Женщины же в этот день оканчивали последнюю пряжу, а тем, кто продолжал прясть, говорили: «Не пойдёт впрок». Если в этот день восход светел, значит скоро снег полностью сойдет. Наши предки приметили, какова погода 8 апреля — такова она будет 8 октября, и наоборот.",herson
98,Воскресенье,9,апреля,06:10,19:31,+9°,+6°,24.4°, 1986,-3.6°, 1955 ,"  В Херсоне на протяжении всего дня стояла облачная погода. Во второй половине дня пошел дождь, который продолжался до самого вечера.  "," Народный прогноз погоды: 9 апреля почитается память мученицы Матроны Солунской. В народе святую называют Матрена Настовница, потому что в это время бывают утренние заморозки - снег от них замерзает, и люди ходят как по «насту». С теплых краев продолжают возвращаться птицы: овсянки, пигалицы, чибисы. Если чибис летит низко - к продолжительной сухой погоде; если он кричит с вечера - к ясной погоде. Если весенний лед тонет или остается на берегу, то лето будет холодным.",herson
99,Понедельник,10,апреля,06:08,19:32,+12°,+6°,25.4°, 1972,-3.3°, 1997 ,  В Херсоне на протяжении всего дня стояла облачная погода. Без осадков.  ," Народный прогноз погоды: В этот день церковь чтит память святого преподобного мученика Евстратия Печерского и преподобного Илариона Нового. В прежние времена в этот день, если оканчивались заморозки, выгоняли скот на пастбище. В зависимости от температуры воздуха с этого дня вылетают шмели и комары. Наши предки продолжали наблюдать за птицами и составлять по ним прогноз погоды: если птицы вили гнезда на солнечной стороне, ожидалось холодное лето, если на теневой стороне, то лето обещало быть теплым.",herson
100,Вторник,11,апреля,06:06,19:33,+14°,+3°,25.5°, 1972,-5.3°, 1954 ,"  Утром облака в Херсоне рассеялись, а днем снова собрались, но к вечеру освободили небо от своего присутсвия уже окончательно. Без осадков.  "," Народный прогноз погоды: 11 апреля отмечается день памяти преподобного Марка, епископа Арефусийского. Наши предки в этот день следили за гусями: если они высоко летят – воды будет много, низко – к малой осенней воде. Березовым соком наши предки на Марка отпаивали больных: чистили кровь, выгоняли недуги из желудка. В это время ломаются почки у черной смородины, калины, красной бузины.",herson
101,Среда,12,апреля,06:05,19:35,+14°,+6°,25.7°, 1972,-2.8°, 1947 ,"  Облачная погода продержалась утром и днем, а к вечеру небо в Херсоне прояснилось. Утром начался дождь, который закончился только ближе к вечеру.  ", Народный прогноз погоды: 12 апреля почитается память преподобного Иоанна Лествичника. 12 апреля в старину наблюдали за птицами: если дикие утки прилетели жирные – весна будет холодная и долгая; а если вдруг прекращается тяга вальдшнепов — жди скорого похолодания или снега. В это время лопаются почки у клена.,herson
102,Четверг,13,апреля,06:03,19:36,+17°,+4°,27.4°, 1972,-2.7°, 1953 ,"  В Херсоне весь день держалась ясная погода, а вечером на небе появились облака, которые продержались допоздна. Без осадков.  "," Народный прогноз погоды: Церковь отмечает день святого Ионы, святителя Иннокентия и преподобного Ипатия. В народе Ипатий почитается как разрешитель неплодства и бесчадия. Наши предки продолжали наблюдать за перелетными птицами и делать выводы о предстоящей погоде. Если перелетные птицы хохлятся, то хорошей погоды не жди; прилетев весной, долго не щебечут - к холоду; вдруг примолкли – к грозе.",herson
103,Пятница,14,апреля,06:01,19:37,+16°,+7°,25.0°, 1972,-4.2°, 1954 ,"  Весь день в Херсоне было облачно. Утром пошел дождь, который закончился еще до середины дня. Больше осадков не было.  "," Народный прогноз погоды: 14 апреля отмечается день памяти Марии Египетской. В народе святую называли Марья Зажги Снега, Марья - заиграй овражки, Марья - пустые щи. Чтобы узнать о предстоящем лете, наблюдали за ночным небом: если ночь ясная и течёт тёплая вода, то лето будет тёплое и сухое. В это время распускается сирень, выползают лесные муравьи.",herson
104,Суббота,15,апреля,05:59,19:39,+16°,+7°,27.4°, 1972,-2.6°, 1974 ,"  В Херсоне утренние облака быстро исчезли, и начиная с середины дня погода оставалась ясной. Без осадков.  "," Народный прогноз погоды: 15 апреля почитается память преподобного Тита чудотворца и мученика Поликарпа. В народе Тита называли Ледоломом, поскольку в это время вскрываются реки. К середине апреля выходили зимние запасы. В народе говорили: «Ничего нет, ни крохи, ни зерна, ни капли»; «Поликарпов день - начало бесхлебицы». Наши предки считали: если в этот день вешние воды текут медленно, лед тонет, значит будет тяжело народу в этом году.",herson
105,Воскресенье,16,апреля,05:57,19:40,+17°,+8°,27.7°, 1972,-3.1°, 1971 ,  В Херсоне облачная погода продержалась весь день. Без осадков.  ," Народный прогноз погоды: В это время наши предки продолжали следить за льдом: если он на озерах потонет - год будет тяжелым. Садоводы уже начинали сажать груши, сливы, смородину, обрезать деревья и кустарники.",herson
106,Понедельник,17,апреля,05:55,19:42,+10°,+6°,25.2°, 1956,-4.6°, 1949 ,  Облачная погода продержалась в Херсоне до самого вечера. С утра и до позднего вечера шел дождь.  ," Народный прогноз погоды: 17 апреля отмечается день памяти преподобного Иосифа, песнописца и творца канонов. На Иосифа начинает звучать голосок сверчка и впервые подает голос журавль. В старину выходили в этот день из домов, обращались к журавлям как к борцам со злом и защитникам от нечисти. Наши предки приметили, если днем 17 апреля жарко, а ночью прохладно – к хорошей погоде.",herson
107,Вторник,18,апреля,05:54,19:43,+5°,+1°,26.5°, 1956,-1.6°, 1946 ,"  В Херсоне на протяжении всего дня стояла облачная погода. Утром и днем шел дождь, вечером был дождь со снегом.  "," Народный прогноз погоды: 18 апреля почитается память святого мученика Феодула, чтеца. В народе святого называли Федул Ветреник: «Пришел Федул - тепляк подул». Если в этот день было ненастье, то говорили: «Федул губы надул». До этого дня еще вполне вероятны морозы, но после Федула власть зимы уже утеряна на долгое время. В этот день приходит первое настоящее тепло и просыпаются сверчки.",herson
108,Среда,19,апреля,05:52,19:44,+9°,+1°,25.6°, 1956,-0.9°, 1957 ,"  В Херсоне на протяжении всего дня стояла облачная погода. Ночью был дождь со снегом, которому утром на смену пришел дождь. Во второй половине дня осадков не наблюдалось.  "," Народный прогноз погоды: В этот день почитается память святого преподобного Евтихия, архиепископа Константинопольского. В народе святого Евтихия называли Тихим, поскольку погода в этот день чаще всего бывала именно такой. Когда выдавался и вправду тихий день, то крестьяне примечали: ""Это - к урожаю ранних хлебов"".",herson
109,Четверг,20,апреля,05:50,19:46,+5°,+1°,26.9°, 1950,-2.4°, 1955 ,"  На протяжении всего дня небо в Херсоне было покрыто облаками. Утро и день прошли без осадков, только ближе к вечеру начался дождь.  "," Народный прогноз погоды: 20 апреля отмечается день памяти святого мученика Руфина, диакона и девицы Акилины и с ними 200 воинов. Если на Акулину дождь, то яровые будут плохие, а калина уродится хорошая. С этого времени появляются первые грибы - сморчки. Наши предки на Акилину наблюдали за небом: если на нем было много звезд - это обещало хороший урожай грибов и ягод.",herson
110,Пятница,21,апреля,05:48,19:47,+7°,+3°,27.1°, 1950,0.2°, 1981 ,"  В Херсоне солнце в этот день редко показывалось из-за облаков. Вечером дождь, который шел почти весь день, прекратился.  "," Народный прогноз погоды: 21 апреля почитается память святых апостолов Иродиона, Агава, Руфа, Асигкрита, Флегонта, Ерма. В народе этот день называли Родион Выверни Оглобли, Родион Ледолом, Ревучие воды. Наши предки примечали: если рассвет на Руфу ясный, то лето будет хорошее, если хмуро, то лето будет ненастное, а если туманно - быть летом непогоде, а если будет теплый вечер и тихая ночь, лето будет жарким и сухим.",herson
