,infoDayweek,infoDate,infoMonth,sunUp,sunDown,tempMax,tempMin,maxTemp,maxYear,minTemp,minYear,dayInfo,dayHistory,city
52,Среда,22,февраля,07:35,18:14,+3°,+1°,8.6°, 1998,-23.1°, 1954 ,"  На протяжении всего дня небо в Полтаве было покрыто облаками. Ночью пошел дождь, но ближе к утру он закончился. До завершения дня осадков больше не наблюдалось.  "," Народный прогноз погоды: 22 февраля в народе называется Никифоры-Панкраты. С этого дня сильный мороз чаще бывает лишь ночью. Наши предки говорили: «На Никифора ночь темна — убегает зима» — небо без звезд указывает на раннюю весну. Была традиция на Никифора собирать разные семена, выставлять их на три утренние зари на мороз и откладывать их к посевной. Считалось, что это дает большую устойчивость растениям к температурным перепадам.",poltava
53,Четверг,23,февраля,07:33,18:16,+4°,+1°,10.6°, 1966,-27.8°, 1945 ,"  В Полтаве солнце в этот день редко показывалось из-за облаков. Ночью был снег, которому утром на смену пришел дождь. Во второй половине дня осадков не наблюдалось.  "," Народный прогноз погоды: В этот день почитается память преподобного Прохора Печерского. В народе святого называли Прохор-Зимоох и говорили: «До Прохора старуха охала: «Ой, студено!» Пришел Прохор да Влас (24 февраля): «Никак скоро весна у нас?», «Прохор — к теплу поворот». В народе приметили, если 23, 24, 25 февраля иней на деревьях, то будет дождь на Мокия Мокрого (24 мая), а это значит, что все лето будет «мокрым».",poltava
54,Пятница,24,февраля,07:31,18:18,+8°,0°,11.6°, 1966,-28.2°, 1945 ,  В Полтаве солнце в этот день редко показывалось из-за облаков. Без осадков.  ," Народный прогноз погоды: 24 февраля отмечается день памяти святого Власия Севастийского. До Власия были морозы: рождественские, крещенские, афанасьевские, тимофеевские, никольские. Но власьевские морозы считались самыми «крутыми», и последними. В народе говорили: «Прольет Власий маслица на дорогу — зиме пора убирать ноги», потому что в этот день часто бывали оттепели.",poltava
55,Суббота,25,февраля,07:29,18:19,+6°,-1°,12.5°," 1990, 2008",-22.2°, 1945 ,"  Несмотря на то, что в Полтаве на протяжении дня погода была пасмурной, вечером все же произошло прояснение. Утром пошел дождь со снегом, который закончился еще до середины дня. Больше осадков не было.  "," Народный прогноз погоды: 25 февраля почитается память святого Алексия, чудотворца. В народе 25 февраля назывался днем Алексея Рыбного, потому что если в этот день наступала оттепель — летом будет хорошо ловиться рыба. С этого дня в течение трех дней выставляли на утренний мороз зерно, предназначенное для посева, говоря, что тронутые морозом семена дают лучший урожай. Если на Алексея небо звездно, можно ждать хлеборода. А солнечный день обещал хороший урожай яблок.",poltava
56,Воскресенье,26,февраля,07:27,18:21,+1°,-2°,8.2°, 1989,-22.0°, 1948 ,"  Начиная с самого утра и до позднего вечера, погода в Полтаве оставалась пасмурной. Без осадков.  "," Народный прогноз погоды: 26 февраля отмечается день памяти преподобного Мартиниана, «укротителя страстей». Если в этот день снег таял, то весна обещала быть хорошей, и наоборот, пасмурный день предсказывал холодную и затяжную весну. Если в вечер этого дня луна была красной, то на следующий день ожидали ветра, тепла и снега.",poltava
57,Понедельник,27,февраля,07:25,18:23,+4°,+1°,12.5°, 1990,-20.4°, 1986 ,"  В Полтаве облачная погода продержалась весь день. Ночью был снег, но уже к утру он закончился. Больше осадков не наблюдалось.  "," Народный прогноз погоды: 27 февраля почитается память святого равноапостольного Кирилла. В старину в этот день повитухи принимали с гостинцами женщин, у которых они принимали роды. В прежние времена заметили, что хорошая погода на Кирилла говорит о том, что вскоре наверняка ударят крепкие морозы.",poltava
58,Вторник,28,февраля,07:23,18:24,+4°,+2°,10.8°, 1998,-19.3°, 1956 ,  На протяжении всего дня небо в Полтаве было покрыто облаками. Без осадков.  ," Народный прогноз погоды: В этот день почитается память апостола Онисима. Если в этот день хорошо таял снег, то сенокос обещал быть хорошим. В старину говорили, что 28 февраля зима с весной начинают борьбу: «Кому идти вперед, а кому вспять повернуть». Еще говорили: «Как в феврале аукнется, так осенью откликнется» — по погоде этого дня могли судить о погоде предстоящей осенью.",poltava
59,Среда,1,марта,07:21,18:26,+8°,+2°,10.0°, 2002,-19.1°, 1952 ,"  В Полтаве днем ненадолго небо стало ясным, но уже ближе к вечеру его вновь оккупировали облака. Без осадков.  "," Народный прогноз погоды: 1 марта отмечается день памяти 12 мучеников: Памфила, Валента и других. В прежние времена заметили: если с первых дней весна ""разгульна, не застенчива - обманет, верить нечего"". Погоду в этот день предсказывали гром и ветер. Если 1 марта при северном ветре прогремит гром, то весна будет холодной, при восточном ветре - весна будет сухой, при западном – мокрой, а при южном – тёплой.",poltava
60,Четверг,2,марта,07:19,18:28,+6°,+4°,12.2°, 1995,-22.1°, 1985 ,  В Полтаве солнце в этот день редко показывалось из-за облаков. Без осадков.  ," Народный прогноз погоды: 2 марта почитается память великомученика Федора Тирона и праведной Мариамны. В старину верили, что смотреть вечером на небо в этот день не стоит, ибо увиденная на Федора падающая звезда может означать тяжелую болезнь. Первый раз в году видны кучевые облака, серая ворона, чуя приход тепла, начинает строить гнездо. Люди живут ожиданием тепла, но зима ещё напоминает о себе внезапными морозами. ""Какая погода в этот день такому и лету быть"".",poltava
61,Пятница,3,марта,07:17,18:29,+9°,0°,10.2°, 1995,-20.8°, 1985 ,  В Полтаве на протяжении всего дня стояла облачная погода. Без осадков.  ," Народный прогноз погоды: В этот день почитается память святителя Льва, папы Римского и святителя Агапита, исповедника. В прежние времена говорили: ""Распушилась верба, зиме нет ходу до крестьянского двора"". В этот день почитали птичку-овсянку ""вестницей скорого тепла слыла она"", крестьянки пекли овсянички (пирожки из овсяной муки). Наши предки старались увидеть как можно больше указаний на скорый приход тепла, ожидая весны и возрождения природы.",poltava
62,Суббота,4,марта,07:15,18:31,+8°,+1°,15.7°, 1995,-22.8°, 1987 ,"  Пасмурная погода в Полтаве продержалась весь день, утреннее прояснение оказалось непродолжительным. Без осадков.  "," Народный прогноз погоды: 4 марта отмечается день памяти святителей Архиппа, Филимона и его жены Апфии. В старину этот день назывался Маньяк. Исстари ведется предание, что в этот день не следует смотреть на падающие звезды, так как это худая примета. Если ""на Федота снежный занос – к поздней траве"". Если в этот день в лесу встретить белого зайца – снег обязательно выпадет еще. А если посчастливится увидеть пролетающую чайку, значит лед скоро пойдет. Часто в этот день усиливается ветер.",poltava
63,Воскресенье,5,марта,07:13,18:32,+11°,+3°,16.8°, 1995,-20.8°, 1963 ,"  Днем в Полтаве была облачная погода, но к вечеру небо прояснилось. Без осадков.  "," Народный прогноз погоды: 5 марта почитается память святого Льва Катанского. На этот день еще распостраняется традиция не смотреть на падающие звезды. Погода 5 марта достаточно обманчива: может быть как оттепель, так и мороз. В старину заметили: ""если в этот день снег тает, то долго не растает"". Именно 5 марта начинается раннее разрушение устойчивого снежного покрова. Этот день удачен для посева семян на рассаду помидоров, баклажанов, перца.",poltava
64,Понедельник,6,марта,07:11,18:34,+8°,+1°,18.6°, 1995,-19.3°, 1964 ,"  Почти весь день в Полтаве была пасмурная погода, лишь к вечеру небо прояснилось. Без осадков.  "," Народный прогноз погоды: В этот день почитается память преподобного Тимофея, пустынника. В народе Тимофея называли Весновеем и говорили: ""Как ни злись метелица, все весной повеивает"", «Дожить до Весновея, а там зима не страшна». Этот день отличался первыми солнечными оттепелями. О погоде судили и по ветрам: если в этот день теплые ветры, то и весна будет теплой. В это время начинается сокодвижение в кленах и березах.",poltava
65,Вторник,7,марта,07:09,18:36,+12°,+2°,19.2°, 2002,-30.6°, 1964 ,"  Облака в Полтаве уже с утра заняли свое место под солнцем, и пасмурная погода держалась до самого вечера. Без осадков.  "," Народный прогноз погоды: 7 марта отмечается день памяти преподобного Моисея Белозерского, Маврикия. На Маврикия приходится самый ранний прилет грачей, прилетают первые скворцы, а это сулит раннюю весну. В этот день можно услышать самую раннюю трель полевого жаворонка. В старину заметили, что прохладный день 7 марта указывает на то, что лето скорее всего будет дождливым.",poltava
66,Среда,8,марта,07:07,18:37,+12°,+1°,14.1°, 2002,-27.7°, 1964 ,"  Облака, которые появились в Полтаве днем, продержались недолго - до позднего вечера стояла ясная погода. Без осадков.  ", Народный прогноз погоды: 8 марта почитается память преподобного Поликарпа Брянского. С 8 по 15 марта не исключено возвращение холодов: «Март месяц любит куролесить: морозом гордится и на нос садится». Зима уступает место весне.,poltava
67,Четверг,9,марта,07:05,18:39,+12°,+1°,12.7°, 1990,-24.3°, 1964 ,"  Утром небо в Полтаве находилось во власти облаков, но во второй половине дня полностью от них очистилось. Без осадков.  "," Народный прогноз погоды: 9 марта отмечается день обретения главы Иоанна Крестителя. Этот день предсказывал погоду на апрель: ""Если день по снегу, то и в апреле по снегу, а если по голу, то и в апреле по голу"". День 9 марта в народе зовут еще Дмитриевым днем. И по этому дню судили о погоде на праздник Пасхи: ""Если Дмитриев день на снегу, то святая (Пасха) по снегу, а Дмитриев по голу, и святая по голу"". Если рога луны яркие и крутые — к морозу.",poltava
68,Пятница,10,марта,07:02,18:40,+11°,+1°,10.0°," 2002, 2008",-17.8°, 1985 ,"  Первая половина дня в Полтаве была ясной, а после обеда появились облака, которые продержались весь вечер. Без осадков.  "," Народный прогноз погоды: В этот день почитается память святителя Тарасия, архиепископа Константинопольского. Погоду в этот день предсказывают птицы: синица запела - тепло ворожит. С этого дня происходит переход средней температуры воздуха через 0 градусов. Это считается временем появления проталин. Набухают почки — весну чуют. С этого дня хорошо садить семена на рассаду капусты и помидоров.",poltava
69,Суббота,11,марта,07:00,18:42,+10°,+2°,11.1°, 1997,-17.3°, 1987 ,"  Небо в Полтаве днем затянули облака, которые продержались до вечера и уже никуда не исчезли. Без осадков.  "," Народный прогноз погоды: 11 марта отмечается день памяти святого Порфирия, епископа Гизского. В прежние времена погоду в этот день определяли по ветру: если ветер подует с юга или с юго-запада, следует ждать скорого потепления.",poltava
70,Воскресенье,12,марта,06:58,18:44,+7°,+1°,13.6°," 2002, 2008",-16.5°, 1972 ,  В Полтаве солнце в этот день редко показывалось из-за облаков. Без осадков.  ," Народный прогноз погоды: 12 марта почитается память преподобного Прокопия Декаполита, исповедника. В народе этого святого называли еще Перезимником. Говорили, что в этот день ""март дорогу рушит, да вязнет в сугробе"", ""и тает, и мерзнет"". Если в этот день бывал дождь, то ожидали и мокрого лета. А если дул южный ветер, и на улице была капель, то лето обещало быть теплым.",poltava
71,Понедельник,13,марта,06:56,18:45,+8°,+2°,16.4°, 2002,-18.1°, 1945 ,  В Полтаве облачная погода продержалась весь день. Без осадков.  ," Народный прогноз погоды: В этот день почитается память преподобного Василия, исповедника. В народе замечено, что этот день всегда бывает теплым, правда может случится и дождь, но это хорошая примета: к богатому урожаю и хорошему лету. Наши предки наблюдали, как тают круги вокруг дерева, по этому судили о весенней погоде: ""круты края, крута и весна будет, пологи — весна будет протяжливой"". 13 марта считается астрономическим рубежом зимы и лета.",poltava
72,Вторник,14,марта,06:54,18:47,+9°,+3°,17.7°, 2002,-14.0°, 1976 ,"  Облачная погода продержалась в Полтаве до самого вечера. Утром продолжился ночной дождь, но ближе к полудню он закончился.  "," Народный прогноз погоды: 14 марта почитается память первомученицы Евдокии. В старину по Евдокии судили о лете и будущем урожае: «Какова Евдокия, таково и лето»; «Отколе ветер в Евдокию, оттуда и все лето». «Если грачи прилетели до Евдокии - лето будет мокрое, а снег сойдет рано». Если 14 марта идет снег с дождем и дует теплый ветер, значит лето будет мокрое; а мороз и ветер с севера - к лету холодному.",poltava
73,Среда,15,марта,06:52,18:48,+10°,+1°,13.4°, 1972,-13.2°, 1976 ,"  Облака в Полтаве уже с утра заняли свое место под солнцем, и пасмурная погода держалась до самого вечера. Без осадков.  "," Народный прогноз погоды: 15 марта почитается память священномученика Феодота Киринейского. С давних времен по этому дню смотрели, каким будет лето. Если дует тёплый ветер, то ждали тёплого дождливого лета. Если снег, мороз, северный ветер, то летом тепла не будет. А если с утра зарядит дождь, то лить будет всё лето. И хотя погода еще может быть достаточно холодной, с этого дня прекращаются устойчивые морозы.",poltava
74,Четверг,16,марта,06:50,18:50,+6°,+3°,11.7°, 1972,-14.5°, 1987 ,  В Полтаве на протяжении всего дня стояла облачная погода. Утром был дождь. День и вечер прошли без осадков.  ," Народный прогноз погоды: В этот день почитается память протоиерея Петра Турчанинова. В прежние времена заметили, какова середина марта - таково и лето. У крестьян была традиция обходить крест-накрест поле, обозначая тем, что солнцу недосуг отдыхать, надобно, мол, вести влагу, снежицей поле поить. С этого дня для огородников начинается подготовка картофеля на посадку.",poltava
75,Пятница,17,марта,06:48,18:51,+6°,0°,15.4°, 1990,-16.1°, 1987 ,"  В Полтаве к вечеру тучи, царившие в небе весь день, убрались восвояси. Без осадков.  "," Народный прогноз погоды: 17 марта отмечается день памяти преподобного Герасима Иорданского. В народе Герасима называют Грачевником, потому что с этого дня с теплых стран прилетают грачи: «Грач на горе - так и весна на дворе». Если грач прилетел, через месяц снег сойдет. Когда грач с земли хворостину поднимает - солнечное лето обещает. Если грачи кричат, значит погода скоро испортится (скорее всего будет дождь).",poltava
76,Суббота,18,марта,06:45,18:53,+8°,-2°,15.0°, 1990,-14.1°, 1963 ,"  Облака в Полтаве уже с утра заняли свое место под солнцем, и пасмурная погода держалась до самого вечера. Утро и день прошли без осадков, только ближе к вечеру начался дождь.  ", Народный прогноз погоды: 18 марта отмечается день памяти мученика Конона Исаврийского. В народе святого Конона называют Огородником. С этого дня начиналась горячая огородная пора. В народе говорили: «На Конона Градаря начинай копать гряды в огороде».,poltava
77,Воскресенье,19,марта,06:43,18:55,+6°,+1°,16.8°, 1990,-20.5°, 1963 ,"  С утра и до самого вечера небо в Полтаве было скрыто за облаками. Ночью шел дождь, который к утру ослабел. Днем он снова усилился, но к вечеру прекратился.  "," Народный прогноз погоды: В этот день почитается память преподобного Иова Анзерского. В небе уже можно увидеть белого аиста, который возвращается в свои родные края. Также может возвращаться и трясогузка, хотя для нее еще рановато.",poltava
78,Понедельник,20,марта,06:41,18:56,+5°,+1°,20.5°, 1990,-18.5°, 1963 ,"  Облачная погода продержалась в Полтаве до самого вечера. Первая половина дня прошла без осадков. После обеда начался дождь, но он закончился еще до наступления вечера.  "," Народный прогноз погоды: 20 марта отмечается день памяти святого мученика Василия, епископа Херсонского Таврического. Устанавливается уже теплая погода, но холода не спешат отступать: ""С крыш капает, а за нос цапает"", днем весенняя капель, а к вечеру может наступить мороз.",poltava
79,Вторник,21,марта,06:39,18:58,+9°,0°,17.3°, 1974,-17.6°, 1963 ,"  Облачная погода продержалась утром и днем, а к вечеру небо в Полтаве прояснилось. Без осадков.  "," Народный прогноз погоды: 21 марта почитается память преподобных Лазаря и Афанасия Мурманских. Это день весеннего равноденствия. Ночь и день сравнялись по продолжительности. В северном полушарии начинается весна, а в южном - осень. Эта дата считается астрономическим днем рождения весны. Периоды равноденствия отличаются сильными ветрами и бурями. Если в этот день из тёплых краев возвращается жаворонок, то следует ждать тёплую весну. Если облака высоко и плывут по небу быстро, значит погода будет доброй.",poltava
80,Среда,22,марта,06:37,18:59,+14°,+4°,17.1°, 1974,-15.5°, 1963 ,"  Вечер в Полтаве оставался ясным, несмотря на то, что днем небо было затянуто тучами. Без осадков.  "," Народный прогноз погоды: 22 марта отмечается день памяти 40 мучеников, в Севастийском озере мучившихся. Это вторая встреча весны (первая на Масленицу). Если трясогузка прилетела, то река через 12 дней вскроется; прилет жаворонка предвещал тепло; зяблик — стужу.",poltava
81,Четверг,23,марта,06:35,19:01,+15°,+6°,18.6°, 1990,-13.6°, 1958 ,"  С самого утра небо в Полтаве покрылось облаками, которые не покинули его до позднего вечера. Без осадков.  "," Народный прогноз погоды: 23 марта отмечается день памяти мученика Кондрата (Кодрата). В старину была пословица, что в этот день «туман съедает снег», то есть указывает на приход тепла. Туман так же указывал на теплую середину мая, а иней - на дождливый день на Исакия Змеевика (12 июня). Синие облака, бегущие по небу, предсказывали тепло и дождь. А еще 23 марта бывает первая в новом году гроза. Рыбаки в этот день обращали внимание на весенние ручьи: если они бегут в лунку, то будет хорошо ловиться плотва.",poltava
82,Пятница,24,марта,06:32,19:02,+15°,+7°,18.5°, 2004,-15.9°, 1963 ,  Весь день в Полтаве было облачно. На протяжении всего дня шел дождь.  ," Народный прогноз погоды: 24 марта почитается память святого Софрония премудрого, патриарха Иерусалимского. Как известно, март - это достаточно холодный месяц, поэтому заморозки и метели для него вполне нормальное явление. В старину заметили, что пушистый иней в этот день предвещает хорошую погоду. ""Если в этот день уходящий март уносит холода, летом будет тепло"". В это время начинается раннее сокодвижение березы.",poltava
83,Суббота,25,марта,06:30,19:04,+7°,+2°,19.0°," 1990, 2008",-13.3°, 1963 ,  Весь день в Полтаве было облачно. Без осадков.  ," Народный прогноз погоды: 25 марта почитается память преподобного Феофана, исповедника Сигрианского и Григория, Папы Римского. В народе этот день называют Феофан Проломи Наст, потому что к этому дню активно сходит снежный покров, почва полностью оттаивает. С этого дня уже можно сеять редис. В старину заметили: если 25 марта туман, то будет большой урожай льна и конопли.",poltava
84,Воскресенье,26,марта,06:28,19:05,+7°,0°,18.9°, 1983,-8.0°, 1952 ,  Весь день в Полтаве было облачно. Без осадков.  ," Народный прогноз погоды: В этот день отмечается перенесение мощей святителя Никифора, патриарха Константинопольского. В прежние времена приметили: если 26 марта будет туман, то все лето будет дождливое. Внимательно наблюдали за прилётом птиц: если первым из перелётных птиц прилетит жаворонок, значит быть теплу, а если зяблик — будет холодная погода.",poltava
85,Понедельник,27,марта,06:26,19:07,+8°,0°,21.3°, 1983,-11.8°, 1987 ,  Облачная погода продержалась в Полтаве до самого вечера. Без осадков.  ," Народный прогноз погоды: 27 марта отмечается день памяти святого Феогноста, митрополита Московского. От наших предков к нам дошло такое наблюдение: тот, кому посчастливится услышать гром в этот день, может быть уверенными в том, что лето будет плодородным. Если весной в реках воды не прибавится, лето обещает быть жарким и сухим.",poltava
86,Вторник,28,марта,06:24,19:08,+16°,+4°,21.4°, 1977,-7.5°, 1944 ,"  В Полтаве была пасмурная погода, которая прояснилась только к вечеру. Без осадков.  "," Народный прогноз погоды: 28 марта почитается память мучеников Агапия, Пуплия и других. Погоду этого дня предсказывают вода и птицы. В старину заметили: если весенняя вода течёт медленно, то год ожидается тяжёлый. Если же в этот день прилетают чайки, то можно ждать тепла. У наших предков был такой обычай: если в этот день ночью услышишь собачий вой, следует повернуть подушку, дабы сон был хорошим.",poltava
87,Среда,29,марта,06:22,19:10,+13°,+1°,16.5°, 1983,-8.2°, 1944 ,"  В Полтаве ясному утру пришла на смену облачная погода, которая продержалась до позднего вечера. Без осадков.  "," Народный прогноз погоды: В церковных святцах под этим днем числятся три мученика: Саввин, Папа и Трофим. В народе говорили: ""На Саввина сани покинь, телегу подвинь"", «Солнца хоть и нет, а вода все одно бежит». А если же 29 марта была теплая, солнечная погода, то и весна вся обещала быть теплой. Хорошо, когда снег тает от Солнца, а не от дождя: «Когда весна красными днями сгоняет снег - родится хлеб».",poltava
88,Четверг,30,марта,06:20,19:12,+11°,+2°,18.9°, 1975,-9.3°, 1944 ,"  В Полтаве до самого вечера держалась пасмурная погода, и лишь под конец дня небо очистилось от облаков. Ночной дождь c грозой утром сменился дождем. Ближе к полудню осадки прекратились.  "," Народный прогноз погоды: 30 марта отмечается день памяти преподобного Алексея, прозванного в народе Алексеем Тёплым. На Алексея Тёплого, как правило, бурно тает снег. Если на Алексея тепло, то весна будет тёплой, если холодно - весна запоздает. Большие ручьи от тающего снега предвещали мокрое лето. В прежние времена говорили: «Алексей, человек Божий, зиму-зимскую на нет сводит», «Сверху печет - снизу течет».",poltava
89,Пятница,31,марта,06:17,19:13,+8°,-2°,21.0°, 1975,-5.7°, 2005 ,"  В Полтаве ясному утру пришла на смену облачная погода, которая продержалась до позднего вечера. Без осадков.  "," Народный прогноз погоды: 31 марта почитается память святителя Кирилла, архиепископа Иерусалимского. В народе святителя называли Кирилл - ""дери полоз"", потому что с этого времени дороги портились. Если к этому дню прилетело много лебедей, весна будет тёплой. С этого дня начинаются ранние грозы, раннее цветение мать-и-мачехи. Если на склонах холмов появляются первые цветы мать-и-мачехи, значит начало апреля будет тёплым.",poltava
90,Суббота,1,апреля,06:15,19:15,+11°,+5°,20.5°, 1975,-9.3°, 1952 ,"  Облачная погода продержалась в Полтаве до самого вечера. Утром пошел дождь, который закончился еще до середины дня. Больше осадков не было.  "," Народный прогноз погоды: В этот день почитается память мучеников Хрисанфа и Дарьи. В народе этот день называли «Дарья Грязные Проруби». В это время года приходится обходить грязь у проруби, искать проходы между проталинами. Наши предки об этом дне говорили: «На Дарью проруби мутятся». Если ночью звезд не видно, можно ждать теплой погоды; если день ветреный, то и весь год таким будет. В это время в небе появляются первые коршуны.",poltava
91,Воскресенье,2,апреля,06:13,19:16,+19°,0°,20.1°, 1990,-6.3°, 2003 ,"  Ясная погода в Полтаве наблюдалась на протяжении всего дня, такой она и осталась до глубокого вечера. Без осадков.  "," Народный прогноз погоды: В этот день почитается память преподобного Евфросина Синозерского и святой мученицы Фотины (Светланы). Наши предки в этот день с утра выносили из домов на улицу красочные льнотканные изделия, развешивали их на заборах, воротах, калитках, украшали ветви берёз. В это время бывают первые грозы (более ранние бывают 23-31 марта), распускается серая ольха, если нет морозов. У многих птиц в начале апреля начинается брачный период.",poltava
92,Понедельник,3,апреля,06:11,19:18,+21°,+8°,25.1°, 1975,-7.9°, 1965 ,  В Полтаве весь день держалась ясная погода и оставалась такой до позднего вечера. Без осадков.  ," Народный прогноз погоды: 3 апреля отмечается день памяти святого Кирилла, епископа Катанского. В народе святого называли Кирилл - дери полоз. Так назван день за то, что в это время портятся дороги и ездить на санях в прежние времена становилось затруднительно. Если в этот день при восходе солнца в небе наблюдаются красные круги, то год обещает быть плодородным. С этого времени начинают набухать почки смородины. Появляются белые трясогузки.",poltava
93,Вторник,4,апреля,06:09,19:19,+19°,+9°,21.0°, 1990,-8.6°, 1963 ,  Ясной погодой нас этот день не порадовал - в Полтаве тучи закрыли небо уже с самого утра и никуда не делись до позднего вечера. Без осадков.  ," Народный прогноз погоды: 4 апреля почитается память священномученика Василия Анкирского. В народе святого называли Василием Теплым. В подтверждение теплой весенней погоды, в народе сложилось много поговорок, например: «В полдень сосульки роняют в снег слезы горючие». На Василия обычно солнце всегда ярко греть начинает, с крыш капель сыплет. Синие облака указывали на тепло и дождь: ""Первый апрельский дождь воза золотого стоит"", говорили наши предки.",poltava
94,Среда,5,апреля,06:07,19:21,+18°,+5°,20.4°, 1986,-7.4°, 1987 ,"  На протяжении всего дня погода в Полтаве была пасмурной. Утром начался дождь, который закончился еще в первой половине дня. В остальное время осадков не наблюдалось.  "," Народный прогноз погоды: В этот день почитается память преподобного Никона, игумена Киево-Печерского монастыря. В народе Никон считается покровителем шашечной игры. В этот день зяблик прилетает. Птицы были носителями каких-то примет, в том числе и погодных, поэтому, в старину, как только птицы возвращались с теплых краев, крестьяне зазывали их ко крыльцу, потчевали крошками, зернышками, льняным семенем. Наши предки заметили: если перелетные птицы летят дружными стаями, весна хорошей будет.",poltava
95,Четверг,6,апреля,06:05,19:22,+17°,+9°,24.4°, 1975,-5.9°, 1963 ,  На протяжении всего дня погода в Полтаве была пасмурной. Без осадков.  ," Народный прогноз погоды: 6 апреля отмечается Канун Благовещения и почитается память преподобного Захарии монаха. В народе этот день назывался Похвалы Богородицы: «На похвал Богородицы и птичка похваляется первым яичком». В старину приметили: если ночь на Захария теплая - весна дружная будет; если сойдет к этому дню снег, значит насовсем, если нет - пролежит еще неделю.",poltava
96,Пятница,7,апреля,06:03,19:24,+17°,+8°,25.2°, 1975,-6.7°, 1963 ,  На протяжении всего дня небо в Полтаве было покрыто облаками. Без осадков.  ," Народный прогноз погоды: 7 апреля отмечается праздник Благовещенья Пресвятой Богородицы. «На Благовещение весна зиму поборола», - считают в народе, хотя известны и знаменитые благовещенские морозы. В этот день происходит третья встреча весны. Если 7 апреля ветер, иней и туман - к урожайному году. Если снег на крышах есть, так будет он еще через месяц в поле. Если Благовещенье холодное - жди сорок морозов по утрам. На Благовещение гроза - к теплому лету. Небо безоблачное, солнце яркое - быть лету грозному; оттепель - много морозов впереди. Если на Благовещенье ночь теплая - весна ранняя будет. Для рыболовов этот день хорош - на Благовещенье рыба хорошо ловится.",poltava
