,infoDayweek,infoDate,infoMonth,sunUp,sunDown,tempMax,tempMin,maxTemp,maxYear,minTemp,minYear,dayInfo,dayHistory,city
45,Среда,15,февраля,07:44,18:03,+2°,-4°,11.2°, 1918,-27.0°, 1911 ,"  В Днепре была пасмурная погода, которая прояснилась только к вечеру. Без осадков.  "," Народный прогноз погоды: 15 февраля отмечается праздник Сретения Господня. Какая погода на Сретенье — такой и весна будет. Если на Сретенье дорогу переметает — весна будет поздней и холодной. Если тепло на Сретенье — весна будет ранней и теплой. «Если в этот день снежок — весной будет дожжок», то есть весна будет затяжной и дождливой. Предсказать погоду могла и курица: если напьется у порога воды — весна будет теплой и ранней.",dnepr
46,Четверг,16,февраля,07:42,18:05,-1°,-9°,10.8°, 1970,-24.7°, 1911 ,  В этот день в Днепре небо оставалось ясным до самого позднего вечера. Без осадков.  ," Народный прогноз погоды: 16 февраля почетается память праведных Симеона-Богоприимца, Анны-пророчицы и Власия Кесарийского. С этого дня в старину начинались починки — подготовка орудия для весеннего сева. По этому поводу люди говорили: «В починки дед встает чуть свет — чинит сбрую летнюю да бороду столетнюю». На Власия часто бывают большие лужи. Но тёплая погода в этот день случается редко, ведь 16 февраля известно власиевскими морозами.",dnepr
47,Пятница,17,февраля,07:41,18:06,-1°,-12°,10.7°, 1957,-22.0°, 1911 ,"  Ясной погодой нас этот день не порадовал - в Днепре тучи закрыли небо уже с самого утра и никуда не делись до позднего вечера. Утром и днем осадков не наблюдалось, а вечером шел снег.  "," Народный прогноз погоды: В этот день почитается память преподобного Николая Студийского. Этот день известен как начало звериных (волчьих) свадеб, поэтому святого Николая Студийского называли «волчьим сватом». Этот день считается одним из самых холодных в феврале — стоят сильные морозы, и идет снег: «На Николу Студеного снегу навалит гору». Эти морозы называются никольскими. Наши предки 17 февраля обращали внимание на еловые ветки: если длинные сухие еловые ветви сгибаются — будет метель, а если распрямляются — погода будет благоприятной.",dnepr
48,Суббота,18,февраля,07:39,18:08,+1°,-2°,10.9°, 1955,-22.6°, 1985 ,"  С утра и до самого вечера небо в Днепре было скрыто за облаками. Утром начался мелкий снег, который закончился еще в первой половине дня. В остальное время осадков не наблюдалось.  "," Народный прогноз погоды: 18 февраля отмечается день памяти мученицы Агафии. Cвятую Агафью называли «поминальницей», потому что в этот день было принято поминать предков. Еще эту святую называли Коровница, поскольку она «коров оберегает от болезней». Наши предки заметили, если в этот день мороз, то весна будет «дружной», а лето — сухим и жарким.",dnepr
49,Воскресенье,19,февраля,07:37,18:10,+2°,0°,13.5°, 1955,-24.6°, 1985 ,"  В Днепре солнце в этот день редко показывалось из-за облаков. Ночью начался дождь со снегом, но ближе к утру он закончился. Больше в этот день осадков не было.  "," Народный прогноз погоды: 19 февраля почитается память преподобного Вукола Смирнского. Морозы в этот день обещают бурную весну и сухое жаркое лето. А на сами морозы указывала вода в колодцах: если она поднимается, то следует ждать морозной погоды. Также морозы предвещал северный ветер и кукушка, которая кукует на сухом дереве.",dnepr
50,Понедельник,20,февраля,07:35,18:11,+3°,-1°,10.9°, 1958,-27.6°, 1917 ,"  Ясным небо в Днепре было недолго, потом его затянули облака, которые продержались до вечера. Без осадков.  ", Народный прогноз погоды: В этот день почитается память преподобного Луки Елладского. В старину была вкусная традиция печь в этот день пирожки с луком. А погоду нашим предкам в этот день предсказывали солнце и облака: если солнце «заходит красно» — будет холодное лето; облака высоко — к хорошей погоде.,dnepr
51,Вторник,21,февраля,07:33,18:13,+1°,-1°,11.5°, 1977,-23.4°, 1929 ,"  Облачная погода продержалась в Днепре до самого вечера. Весь день прошел без осадков, только вечером начался дождь со снегом.  "," Народный прогноз погоды: 21 февраля отмечается день памяти пророка Захария Серповидца, а так же Феодора Стратилата. Если ночью гром прогремел, можно было рассчитывать на богатый урожай, большой приплод у животных и частые дожди летом. Нашими предками было подмечено, что чем холоднее последняя неделя февраля, тем более теплым окажется март месяц.",dnepr
52,Среда,22,февраля,07:32,18:14,+5°,+1°,12.0°, 1915,-26.0°, 1917 ,"  С утра и до самого вечера небо в Днепре было скрыто за облаками. Ночью начался дождь со снегом, но ближе к утру он закончился. Больше в этот день осадков не было.  "," Народный прогноз погоды: 22 февраля в народе называется Никифоры-Панкраты. С этого дня сильный мороз чаще бывает лишь ночью. Наши предки говорили: «На Никифора ночь темна — убегает зима» — небо без звезд указывает на раннюю весну. Была традиция на Никифора собирать разные семена, выставлять их на три утренние зари на мороз и откладывать их к посевной. Считалось, что это дает большую устойчивость растениям к температурным перепадам.",dnepr
53,Четверг,23,февраля,07:30,18:16,+4°,0°,11.4°, 1966,-24.4°, 1945 ,"  Вечером в Днепре погода прояснилась, но до этого момента небо все время было покрыто облаками. Мелкий дождь начался еще до рассвета, но к середине дня прекратился.  "," Народный прогноз погоды: В этот день почитается память преподобного Прохора Печерского. В народе святого называли Прохор-Зимоох и говорили: «До Прохора старуха охала: «Ой, студено!» Пришел Прохор да Влас (24 февраля): «Никак скоро весна у нас?», «Прохор — к теплу поворот». В народе приметили, если 23, 24, 25 февраля иней на деревьях, то будет дождь на Мокия Мокрого (24 мая), а это значит, что все лето будет «мокрым».",dnepr
54,Пятница,24,февраля,07:28,18:17,+8°,0°,13.4°, 1966,-25.3°, 1945 ,"  На протяжении всего дня погода в Днепре была пасмурной. Утром начался дождь, который закончился еще в первой половине дня. В остальное время осадков не наблюдалось.  "," Народный прогноз погоды: 24 февраля отмечается день памяти святого Власия Севастийского. До Власия были морозы: рождественские, крещенские, афанасьевские, тимофеевские, никольские. Но власьевские морозы считались самыми «крутыми», и последними. В народе говорили: «Прольет Власий маслица на дорогу — зиме пора убирать ноги», потому что в этот день часто бывали оттепели.",dnepr
55,Суббота,25,февраля,07:26,18:19,+3°,-3°,15.5°, 1990,-25.1°, 1917 ,"  В Днепре до самого вечера держалась пасмурная погода, и лишь под конец дня небо очистилось от облаков. Утренний мелкий дождь днем сменился мокрым снегом, который закончился до наступления вечера.  "," Народный прогноз погоды: 25 февраля почитается память святого Алексия, чудотворца. В народе 25 февраля назывался днем Алексея Рыбного, потому что если в этот день наступала оттепель — летом будет хорошо ловиться рыба. С этого дня в течение трех дней выставляли на утренний мороз зерно, предназначенное для посева, говоря, что тронутые морозом семена дают лучший урожай. Если на Алексея небо звездно, можно ждать хлеборода. А солнечный день обещал хороший урожай яблок.",dnepr
56,Воскресенье,26,февраля,07:24,18:21,+2°,-3°,17.5°, 1990,-22.5°, 1896 ,  Ясной погодой нас этот день не порадовал - в Днепре тучи закрыли небо уже с самого утра и никуда не делись до позднего вечера. Без осадков.  ," Народный прогноз погоды: 26 февраля отмечается день памяти преподобного Мартиниана, «укротителя страстей». Если в этот день снег таял, то весна обещала быть хорошей, и наоборот, пасмурный день предсказывал холодную и затяжную весну. Если в вечер этого дня луна была красной, то на следующий день ожидали ветра, тепла и снега.",dnepr
57,Понедельник,27,февраля,07:22,18:22,+5°,+1°,15.4°, 1990,-20.4°, 1940 ,"  На протяжении всего дня погода в Днепре была пасмурной. Ночью был мелкий снег, которому утром на смену пришел дождь со снегом. Во второй половине дня осадков не наблюдалось.  "," Народный прогноз погоды: 27 февраля почитается память святого равноапостольного Кирилла. В старину в этот день повитухи принимали с гостинцами женщин, у которых они принимали роды. В прежние времена заметили, что хорошая погода на Кирилла говорит о том, что вскоре наверняка ударят крепкие морозы.",dnepr
58,Вторник,28,февраля,07:20,18:24,+7°,+1°,10.8°," 1990, 2008",-22.0°, 1928 ,  С утра и до самого вечера небо в Днепре было скрыто за облаками. Без осадков.  ," Народный прогноз погоды: В этот день почитается память апостола Онисима. Если в этот день хорошо таял снег, то сенокос обещал быть хорошим. В старину говорили, что 28 февраля зима с весной начинают борьбу: «Кому идти вперед, а кому вспять повернуть». Еще говорили: «Как в феврале аукнется, так осенью откликнется» — по погоде этого дня могли судить о погоде предстоящей осенью.",dnepr
59,Среда,1,марта,07:18,18:25,+12°,0°,11.4°, 1906,-18.6°, 1926 ,"  Начиная с самого утра и до позднего вечера, погода в Днепре оставалась пасмурной. Без осадков.  "," Народный прогноз погоды: 1 марта отмечается день памяти 12 мучеников: Памфила, Валента и других. В прежние времена заметили: если с первых дней весна ""разгульна, не застенчива - обманет, верить нечего"". Погоду в этот день предсказывали гром и ветер. Если 1 марта при северном ветре прогремит гром, то весна будет холодной, при восточном ветре - весна будет сухой, при западном – мокрой, а при южном – тёплой.",dnepr
60,Четверг,2,марта,07:16,18:27,+11°,+5°,12.4°," 1918, 1995",-19.4°, 1917 ,"  На протяжении всего дня небо в Днепре было покрыто облаками. Ночью и утром осадков не наблюдалось. Днем пошел мелкий дождь, который ближе к вечеру закончился.  "," Народный прогноз погоды: 2 марта почитается память великомученика Федора Тирона и праведной Мариамны. В старину верили, что смотреть вечером на небо в этот день не стоит, ибо увиденная на Федора падающая звезда может означать тяжелую болезнь. Первый раз в году видны кучевые облака, серая ворона, чуя приход тепла, начинает строить гнездо. Люди живут ожиданием тепла, но зима ещё напоминает о себе внезапными морозами. ""Какая погода в этот день такому и лету быть"".",dnepr
61,Пятница,3,марта,07:14,18:28,+10°,+3°,14.4°, 1995,-19.1°, 1985 ,  Облачная погода продержалась в Днепре до самого вечера. Без осадков.  ," Народный прогноз погоды: В этот день почитается память святителя Льва, папы Римского и святителя Агапита, исповедника. В прежние времена говорили: ""Распушилась верба, зиме нет ходу до крестьянского двора"". В этот день почитали птичку-овсянку ""вестницей скорого тепла слыла она"", крестьянки пекли овсянички (пирожки из овсяной муки). Наши предки старались увидеть как можно больше указаний на скорый приход тепла, ожидая весны и возрождения природы.",dnepr
62,Суббота,4,марта,07:12,18:30,+10°,-1°,18.0°, 1995,-21.0°, 1933 ,"  Погода в Днепре порадовала нас безоблачным утром, но со второй половины дня и до позднего вечера оставалась пасмурной. Без осадков.  "," Народный прогноз погоды: 4 марта отмечается день памяти святителей Архиппа, Филимона и его жены Апфии. В старину этот день назывался Маньяк. Исстари ведется предание, что в этот день не следует смотреть на падающие звезды, так как это худая примета. Если ""на Федота снежный занос – к поздней траве"". Если в этот день в лесу встретить белого зайца – снег обязательно выпадет еще. А если посчастливится увидеть пролетающую чайку, значит лед скоро пойдет. Часто в этот день усиливается ветер.",dnepr
63,Воскресенье,5,марта,07:10,18:32,+11°,+2°,18.6°, 1995,-21.2°, 1932 ,"  С самого утра небо в Днепре покрылось облаками, которые не покинули его до позднего вечера. Без осадков.  "," Народный прогноз погоды: 5 марта почитается память святого Льва Катанского. На этот день еще распостраняется традиция не смотреть на падающие звезды. Погода 5 марта достаточно обманчива: может быть как оттепель, так и мороз. В старину заметили: ""если в этот день снег тает, то долго не растает"". Именно 5 марта начинается раннее разрушение устойчивого снежного покрова. Этот день удачен для посева семян на рассаду помидоров, баклажанов, перца.",dnepr
64,Понедельник,6,марта,07:08,18:33,+9°,+2°,22.4°, 1995,-17.9°, 1964 ,  На протяжении всего дня небо в Днепре было покрыто облаками. Без осадков.  ," Народный прогноз погоды: В этот день почитается память преподобного Тимофея, пустынника. В народе Тимофея называли Весновеем и говорили: ""Как ни злись метелица, все весной повеивает"", «Дожить до Весновея, а там зима не страшна». Этот день отличался первыми солнечными оттепелями. О погоде судили и по ветрам: если в этот день теплые ветры, то и весна будет теплой. В это время начинается сокодвижение в кленах и березах.",dnepr
65,Вторник,7,марта,07:06,18:35,+12°,+3°,21.9°, 2002,-26.5°, 1964 ,"  Вечером в Днепре погода прояснилась, но до этого момента небо все время было покрыто облаками. Без осадков.  "," Народный прогноз погоды: 7 марта отмечается день памяти преподобного Моисея Белозерского, Маврикия. На Маврикия приходится самый ранний прилет грачей, прилетают первые скворцы, а это сулит раннюю весну. В этот день можно услышать самую раннюю трель полевого жаворонка. В старину заметили, что прохладный день 7 марта указывает на то, что лето скорее всего будет дождливым.",dnepr
66,Среда,8,марта,07:04,18:36,+10°,0°,12.3°, 1962,-21.9°, 1964 ,  Ясной погодой нас этот день не порадовал - в Днепре тучи закрыли небо уже с самого утра и никуда не делись до позднего вечера. Без осадков.  , Народный прогноз погоды: 8 марта почитается память преподобного Поликарпа Брянского. С 8 по 15 марта не исключено возвращение холодов: «Март месяц любит куролесить: морозом гордится и на нос садится». Зима уступает место весне.,dnepr
67,Четверг,9,марта,07:02,18:38,+13°,+2°,16.1°, 1906,-21.2°, 1964 ,"  Несмотря на то, что утром небо в Днепре было покрыто облаками, день и вечер оставались ясными и безоблачными. Без осадков.  "," Народный прогноз погоды: 9 марта отмечается день обретения главы Иоанна Крестителя. Этот день предсказывал погоду на апрель: ""Если день по снегу, то и в апреле по снегу, а если по голу, то и в апреле по голу"". День 9 марта в народе зовут еще Дмитриевым днем. И по этому дню судили о погоде на праздник Пасхи: ""Если Дмитриев день на снегу, то святая (Пасха) по снегу, а Дмитриев по голу, и святая по голу"". Если рога луны яркие и крутые — к морозу.",dnepr
68,Пятница,10,марта,07:00,18:39,+15°,+3°,17.3°, 1914,-20.7°, 1964 ,  В Днепре тучи заняли свое место под солнцем еще утром и не оставили его до глубокого вечера. Без осадков.  ," Народный прогноз погоды: В этот день почитается память святителя Тарасия, архиепископа Константинопольского. Погоду в этот день предсказывают птицы: синица запела - тепло ворожит. С этого дня происходит переход средней температуры воздуха через 0 градусов. Это считается временем появления проталин. Набухают почки — весну чуют. С этого дня хорошо садить семена на рассаду капусты и помидоров.",dnepr
69,Суббота,11,марта,06:58,18:41,+5°,+2°,17.7°, 1914,-17.1°, 1928 ,"  Почти весь день в Днепре была пасмурная погода, лишь к вечеру небо прояснилось. Без осадков.  "," Народный прогноз погоды: 11 марта отмечается день памяти святого Порфирия, епископа Гизского. В прежние времена погоду в этот день определяли по ветру: если ветер подует с юга или с юго-запада, следует ждать скорого потепления.",dnepr
70,Воскресенье,12,марта,06:56,18:42,+5°,+1°,14.0°," 1990, 2008",-20.9°, 1928 ,  На протяжении всего дня небо в Днепре было покрыто облаками. Без осадков.  ," Народный прогноз погоды: 12 марта почитается память преподобного Прокопия Декаполита, исповедника. В народе этого святого называли еще Перезимником. Говорили, что в этот день ""март дорогу рушит, да вязнет в сугробе"", ""и тает, и мерзнет"". Если в этот день бывал дождь, то ожидали и мокрого лета. А если дул южный ветер, и на улице была капель, то лето обещало быть теплым.",dnepr
71,Понедельник,13,марта,06:54,18:44,+11°,+3°,18.4°, 2002,-16.4°, 1928 ,  На протяжении всего дня погода в Днепре была пасмурной. Без осадков.  ," Народный прогноз погоды: В этот день почитается память преподобного Василия, исповедника. В народе замечено, что этот день всегда бывает теплым, правда может случится и дождь, но это хорошая примета: к богатому урожаю и хорошему лету. Наши предки наблюдали, как тают круги вокруг дерева, по этому судили о весенней погоде: ""круты края, крута и весна будет, пологи — весна будет протяжливой"". 13 марта считается астрономическим рубежом зимы и лета.",dnepr
72,Вторник,14,марта,06:52,18:45,+10°,+3°,17.6°, 2002,-13.5°, 1902 ,  С утра и до самого вечера небо в Днепре было скрыто за облаками. Без осадков.  ," Народный прогноз погоды: 14 марта почитается память первомученицы Евдокии. В старину по Евдокии судили о лете и будущем урожае: «Какова Евдокия, таково и лето»; «Отколе ветер в Евдокию, оттуда и все лето». «Если грачи прилетели до Евдокии - лето будет мокрое, а снег сойдет рано». Если 14 марта идет снег с дождем и дует теплый ветер, значит лето будет мокрое; а мороз и ветер с севера - к лету холодному.",dnepr
73,Среда,15,марта,06:50,18:47,+7°,+2°,15.8°, 2002,-17.7°, 1902 ,  На протяжении всего дня погода в Днепре была пасмурной. Без осадков.  ," Народный прогноз погоды: 15 марта почитается память священномученика Феодота Киринейского. С давних времен по этому дню смотрели, каким будет лето. Если дует тёплый ветер, то ждали тёплого дождливого лета. Если снег, мороз, северный ветер, то летом тепла не будет. А если с утра зарядит дождь, то лить будет всё лето. И хотя погода еще может быть достаточно холодной, с этого дня прекращаются устойчивые морозы.",dnepr
74,Четверг,16,марта,06:48,18:48,+6°,+1°,20.3°, 1934,-16.3°, 1987 ,"  В Днепре на протяжении всего дня стояла облачная погода. Ночью и утром осадков не наблюдалось. Днем пошел дождь, который ближе к вечеру закончился.  "," Народный прогноз погоды: В этот день почитается память протоиерея Петра Турчанинова. В прежние времена заметили, какова середина марта - таково и лето. У крестьян была традиция обходить крест-накрест поле, обозначая тем, что солнцу недосуг отдыхать, надобно, мол, вести влагу, снежицей поле поить. С этого дня для огородников начинается подготовка картофеля на посадку.",dnepr
75,Пятница,17,марта,06:46,18:50,+8°,-1°,18.9°, 1934,-14.2°, 1917 ,"  В Днепре до самого вечера держалась пасмурная погода, и лишь под конец дня небо очистилось от облаков. Ночь и утро прошли без осадков. Днем начался дождь, который к вечеру закончился.  "," Народный прогноз погоды: 17 марта отмечается день памяти преподобного Герасима Иорданского. В народе Герасима называют Грачевником, потому что с этого дня с теплых стран прилетают грачи: «Грач на горе - так и весна на дворе». Если грач прилетел, через месяц снег сойдет. Когда грач с земли хворостину поднимает - солнечное лето обещает. Если грачи кричат, значит погода скоро испортится (скорее всего будет дождь).",dnepr
76,Суббота,18,марта,06:44,18:51,+9°,+1°,18.4°, 2001,-17.9°, 1898 ,"  В Днепре облачная погода продержалась весь день. Утро и день прошли без осадков, только ближе к вечеру начался дождь.  ", Народный прогноз погоды: 18 марта отмечается день памяти мученика Конона Исаврийского. В народе святого Конона называют Огородником. С этого дня начиналась горячая огородная пора. В народе говорили: «На Конона Градаря начинай копать гряды в огороде».,dnepr
77,Воскресенье,19,марта,06:42,18:53,+8°,+2°,17.9°, 1934,-18.5°, 1898 ,"  На протяжении всего дня погода в Днепре была пасмурной. На протяжении всего дня шел дождь, который ближе к вечеру закончился.  "," Народный прогноз погоды: В этот день почитается память преподобного Иова Анзерского. В небе уже можно увидеть белого аиста, который возвращается в свои родные края. Также может возвращаться и трясогузка, хотя для нее еще рановато.",dnepr
78,Понедельник,20,марта,06:39,18:54,+6°,-1°,20.9°, 1990,-16.9°, 1928 ,  В Днепре тучи заняли свое место под солнцем еще утром и не оставили его до глубокого вечера. Без осадков.  ," Народный прогноз погоды: 20 марта отмечается день памяти святого мученика Василия, епископа Херсонского Таврического. Устанавливается уже теплая погода, но холода не спешат отступать: ""С крыш капает, а за нос цапает"", днем весенняя капель, а к вечеру может наступить мороз.",dnepr
79,Вторник,21,марта,06:37,18:56,+10°,0°,20.4°, 1990,-15.2°, 1928 ,"  В Днепре к вечеру тучи, царившие в небе весь день, убрались восвояси. Без осадков.  "," Народный прогноз погоды: 21 марта почитается память преподобных Лазаря и Афанасия Мурманских. Это день весеннего равноденствия. Ночь и день сравнялись по продолжительности. В северном полушарии начинается весна, а в южном - осень. Эта дата считается астрономическим днем рождения весны. Периоды равноденствия отличаются сильными ветрами и бурями. Если в этот день из тёплых краев возвращается жаворонок, то следует ждать тёплую весну. Если облака высоко и плывут по небу быстро, значит погода будет доброй.",dnepr
80,Среда,22,марта,06:35,18:57,+14°,-1°,17.9°, 1913,-15.0°, 1941 ,"  Весь день небо в Днепре было ясным, и тучи не омрачили его своим присутствием. Без осадков.  "," Народный прогноз погоды: 22 марта отмечается день памяти 40 мучеников, в Севастийском озере мучившихся. Это вторая встреча весны (первая на Масленицу). Если трясогузка прилетела, то река через 12 дней вскроется; прилет жаворонка предвещал тепло; зяблик — стужу.",dnepr
81,Четверг,23,марта,06:33,18:59,+17°,+2°,19.5°, 1990,-13.3°, 1911 ,"  Небо днем затянуло облаками, и вечером погода оставалась пасмурной. Без осадков.  "," Народный прогноз погоды: 23 марта отмечается день памяти мученика Кондрата (Кодрата). В старину была пословица, что в этот день «туман съедает снег», то есть указывает на приход тепла. Туман так же указывал на теплую середину мая, а иней - на дождливый день на Исакия Змеевика (12 июня). Синие облака, бегущие по небу, предсказывали тепло и дождь. А еще 23 марта бывает первая в новом году гроза. Рыбаки в этот день обращали внимание на весенние ручьи: если они бегут в лунку, то будет хорошо ловиться плотва.",dnepr
82,Пятница,24,марта,06:31,19:00,+15°,+6°,22.6°, 2004,-12.4°, 1963 ,"  В Днепре облачная погода продержалась весь день. Первая половина дня прошла без осадков. После обеда начался дождь, но он закончился еще до наступления вечера.  "," Народный прогноз погоды: 24 марта почитается память святого Софрония премудрого, патриарха Иерусалимского. Как известно, март - это достаточно холодный месяц, поэтому заморозки и метели для него вполне нормальное явление. В старину заметили, что пушистый иней в этот день предвещает хорошую погоду. ""Если в этот день уходящий март уносит холода, летом будет тепло"". В это время начинается раннее сокодвижение березы.",dnepr
83,Суббота,25,марта,06:29,19:02,+11°,+2°,22.0°, 1903,-11.9°, 1963 ,"  В Днепре облачная погода продержалась весь день. Ночью начался дождь, но ближе к утру он закончился. Больше в этот день осадков не было.  "," Народный прогноз погоды: 25 марта почитается память преподобного Феофана, исповедника Сигрианского и Григория, Папы Римского. В народе этот день называют Феофан Проломи Наст, потому что к этому дню активно сходит снежный покров, почва полностью оттаивает. С этого дня уже можно сеять редис. В старину заметили: если 25 марта туман, то будет большой урожай льна и конопли.",dnepr
84,Воскресенье,26,марта,06:27,19:03,+8°,0°,21.4°, 1983,-7.6°," 1958, 1918 ","  В Днепре ясная погода продержалась совсем немного в утреннее время, днем небо укрыли облака и не покинули его до позднего вечера. Без осадков.  "," Народный прогноз погоды: В этот день отмечается перенесение мощей святителя Никифора, патриарха Константинопольского. В прежние времена приметили: если 26 марта будет туман, то все лето будет дождливое. Внимательно наблюдали за прилётом птиц: если первым из перелётных птиц прилетит жаворонок, значит быть теплу, а если зяблик — будет холодная погода.",dnepr
85,Понедельник,27,марта,06:25,19:04,+8°,-2°,24.1°, 1983,-7.8°, 1895 ,"  Несмотря на облачное утро и пасмурный день, вечером в Днепре стояла ясная погода. Без осадков.  "," Народный прогноз погоды: 27 марта отмечается день памяти святого Феогноста, митрополита Московского. От наших предков к нам дошло такое наблюдение: тот, кому посчастливится услышать гром в этот день, может быть уверенными в том, что лето будет плодородным. Если весной в реках воды не прибавится, лето обещает быть жарким и сухим.",dnepr
86,Вторник,28,марта,06:23,19:06,+18°,0°,21.6°, 1983,-7.7°, 1908 ,"  Облачная погода продержалась утром и днем, а к вечеру небо в Днепре прояснилось. Без осадков.  "," Народный прогноз погоды: 28 марта почитается память мучеников Агапия, Пуплия и других. Погоду этого дня предсказывают вода и птицы. В старину заметили: если весенняя вода течёт медленно, то год ожидается тяжёлый. Если же в этот день прилетают чайки, то можно ждать тепла. У наших предков был такой обычай: если в этот день ночью услышишь собачий вой, следует повернуть подушку, дабы сон был хорошим.",dnepr
87,Среда,29,марта,06:21,19:07,+16°,0°,18.8°, 1915,-5.2°, 1987 ,"  Порадовав нас безоблачным утром, погода изменилась уже в середине дня, и небо в Днепре было пасмурным до позднего вечера. Без осадков.  "," Народный прогноз погоды: В церковных святцах под этим днем числятся три мученика: Саввин, Папа и Трофим. В народе говорили: ""На Саввина сани покинь, телегу подвинь"", «Солнца хоть и нет, а вода все одно бежит». А если же 29 марта была теплая, солнечная погода, то и весна вся обещала быть теплой. Хорошо, когда снег тает от Солнца, а не от дождя: «Когда весна красными днями сгоняет снег - родится хлеб».",dnepr
88,Четверг,30,марта,06:19,19:09,+13°,+3°,20.6°, 1979,-8.7°, 1904 ,"  В Днепре до самого вечера держалась пасмурная погода, и лишь под конец дня небо очистилось от облаков. Без осадков.  "," Народный прогноз погоды: 30 марта отмечается день памяти преподобного Алексея, прозванного в народе Алексеем Тёплым. На Алексея Тёплого, как правило, бурно тает снег. Если на Алексея тепло, то весна будет тёплой, если холодно - весна запоздает. Большие ручьи от тающего снега предвещали мокрое лето. В прежние времена говорили: «Алексей, человек Божий, зиму-зимскую на нет сводит», «Сверху печет - снизу течет».",dnepr
89,Пятница,31,марта,06:17,19:10,+8°,-3°,22.9°, 1903,-8.2°, 1931 ,"  Небо в Днепре было ясным весь день, но к вечеру все же покрылось облаками. Без осадков.  "," Народный прогноз погоды: 31 марта почитается память святителя Кирилла, архиепископа Иерусалимского. В народе святителя называли Кирилл - ""дери полоз"", потому что с этого времени дороги портились. Если к этому дню прилетело много лебедей, весна будет тёплой. С этого дня начинаются ранние грозы, раннее цветение мать-и-мачехи. Если на склонах холмов появляются первые цветы мать-и-мачехи, значит начало апреля будет тёплым.",dnepr
