,infoDayweek,infoDate,infoMonth,sunUp,sunDown,tempMax,tempMin,maxTemp,maxYear,minTemp,minYear,dayInfo,dayHistory,city
90,Суббота,1,апреля,05:57,18:54,+9°,0°,23.9°, 1947,-7.8°, 1987 ,  Облачная погода продержалась в Луганске до самого вечера. Утром был снег. День и вечер прошли без осадков.  ," Народный прогноз погоды: В этот день почитается память мучеников Хрисанфа и Дарьи. В народе этот день называли «Дарья Грязные Проруби». В это время года приходится обходить грязь у проруби, искать проходы между проталинами. Наши предки об этом дне говорили: «На Дарью проруби мутятся». Если ночью звезд не видно, можно ждать теплой погоды; если день ветреный, то и весь год таким будет. В это время в небе появляются первые коршуны.",lugansk
91,Воскресенье,2,апреля,05:55,18:56,+13°,-1°,27.3°, 1947,-6.0°, 2005 ,"  Облака укрыли небо утром и продержались в Луганске весь день, рассеявшись только к вечеру. Без осадков.  "," Народный прогноз погоды: В этот день почитается память преподобного Евфросина Синозерского и святой мученицы Фотины (Светланы). Наши предки в этот день с утра выносили из домов на улицу красочные льнотканные изделия, развешивали их на заборах, воротах, калитках, украшали ветви берёз. В это время бывают первые грозы (более ранние бывают 23-31 марта), распускается серая ольха, если нет морозов. У многих птиц в начале апреля начинается брачный период.",lugansk
92,Понедельник,3,апреля,05:53,18:57,+18°,+4°,29.9°, 1975,-8.0°, 2005 ,  В Луганске на небе до позднего вечера не было ни облачка. Без осадков.  ," Народный прогноз погоды: 3 апреля отмечается день памяти святого Кирилла, епископа Катанского. В народе святого называли Кирилл - дери полоз. Так назван день за то, что в это время портятся дороги и ездить на санях в прежние времена становилось затруднительно. Если в этот день при восходе солнца в небе наблюдаются красные круги, то год обещает быть плодородным. С этого времени начинают набухать почки смородины. Появляются белые трясогузки.",lugansk
93,Вторник,4,апреля,05:51,18:59,+16°,+7°,26.7°, 1975,-12.1°, 1965 ,"  Весь день небо в Луганске было ясным, но вечером погода сменилась на облачную. Без осадков.  "," Народный прогноз погоды: 4 апреля почитается память священномученика Василия Анкирского. В народе святого называли Василием Теплым. В подтверждение теплой весенней погоды, в народе сложилось много поговорок, например: «В полдень сосульки роняют в снег слезы горючие». На Василия обычно солнце всегда ярко греть начинает, с крыш капель сыплет. Синие облака указывали на тепло и дождь: ""Первый апрельский дождь воза золотого стоит"", говорили наши предки.",lugansk
94,Среда,5,апреля,05:49,19:00,+13°,+4°,26.5°, 1986,-9.5°, 2002 ,"  Вечером в Луганске погода прояснилась, но до этого момента небо все время было покрыто облаками. Без осадков.  "," Народный прогноз погоды: В этот день почитается память преподобного Никона, игумена Киево-Печерского монастыря. В народе Никон считается покровителем шашечной игры. В этот день зяблик прилетает. Птицы были носителями каких-то примет, в том числе и погодных, поэтому, в старину, как только птицы возвращались с теплых краев, крестьяне зазывали их ко крыльцу, потчевали крошками, зернышками, льняным семенем. Наши предки заметили: если перелетные птицы летят дружными стаями, весна хорошей будет.",lugansk
95,Четверг,6,апреля,05:47,19:02,+12°,+3°,24.6°," 1975, 1986",-6.2°, 1999 ,  В Луганске на протяжении всего дня стояла облачная погода. Без осадков.  ," Народный прогноз погоды: 6 апреля отмечается Канун Благовещения и почитается память преподобного Захарии монаха. В народе этот день назывался Похвалы Богородицы: «На похвал Богородицы и птичка похваляется первым яичком». В старину приметили: если ночь на Захария теплая - весна дружная будет; если сойдет к этому дню снег, значит насовсем, если нет - пролежит еще неделю.",lugansk
96,Пятница,7,апреля,05:45,19:03,+18°,+5°,28.0°, 1975,-3.9°, 1954 ,"  В Луганске на протяжении дня стояла пасмурная погода, утром было небольшое прояснение, но безоблачным небо оставалось недолго. Без осадков.  "," Народный прогноз погоды: 7 апреля отмечается праздник Благовещенья Пресвятой Богородицы. «На Благовещение весна зиму поборола», - считают в народе, хотя известны и знаменитые благовещенские морозы. В этот день происходит третья встреча весны. Если 7 апреля ветер, иней и туман - к урожайному году. Если снег на крышах есть, так будет он еще через месяц в поле. Если Благовещенье холодное - жди сорок морозов по утрам. На Благовещение гроза - к теплому лету. Небо безоблачное, солнце яркое - быть лету грозному; оттепель - много морозов впереди. Если на Благовещенье ночь теплая - весна ранняя будет. Для рыболовов этот день хорош - на Благовещенье рыба хорошо ловится.",lugansk
97,Суббота,8,апреля,05:43,19:05,+13°,+9°,30.6°, 1975,-5.3°, 1955 ,  В Луганске на протяжении всего дня стояла облачная погода. Без осадков.  ," Народный прогноз погоды: В этот день отмечается Собор Архангела Гавриила и почитается память преподобного Василия Нового. Женщины же в этот день оканчивали последнюю пряжу, а тем, кто продолжал прясть, говорили: «Не пойдёт впрок». Если в этот день восход светел, значит скоро снег полностью сойдет. Наши предки приметили, какова погода 8 апреля — такова она будет 8 октября, и наоборот.",lugansk
98,Воскресенье,9,апреля,05:41,19:06,+10°,+7°,30.1°, 1975,-3.8°, 1955 ,"  С утра и до самого вечера небо в Луганске было скрыто за облаками. Дождь шел все время. Днем он усилился, а к вечеру ослабел.  "," Народный прогноз погоды: 9 апреля почитается память мученицы Матроны Солунской. В народе святую называют Матрена Настовница, потому что в это время бывают утренние заморозки - снег от них замерзает, и люди ходят как по «насту». С теплых краев продолжают возвращаться птицы: овсянки, пигалицы, чибисы. Если чибис летит низко - к продолжительной сухой погоде; если он кричит с вечера - к ясной погоде. Если весенний лед тонет или остается на берегу, то лето будет холодным.",lugansk
99,Понедельник,10,апреля,05:39,19:08,+14°,+7°,25.0°, 1972,-2.8°," 1997, 2003 ","  Облачная погода продержалась в Луганске до самого вечера. Ночью шел дождь, который к утру ослаб, а к полудню и вовсе закончился.  "," Народный прогноз погоды: В этот день церковь чтит память святого преподобного мученика Евстратия Печерского и преподобного Илариона Нового. В прежние времена в этот день, если оканчивались заморозки, выгоняли скот на пастбище. В зависимости от температуры воздуха с этого дня вылетают шмели и комары. Наши предки продолжали наблюдать за птицами и составлять по ним прогноз погоды: если птицы вили гнезда на солнечной стороне, ожидалось холодное лето, если на теневой стороне, то лето обещало быть теплым.",lugansk
100,Вторник,11,апреля,05:37,19:09,+17°,+7°,27.6°, 1959,-3.0°, 1965 ,  Облачная погода продержалась в Луганске до самого вечера. Без осадков.  ," Народный прогноз погоды: 11 апреля отмечается день памяти преподобного Марка, епископа Арефусийского. Наши предки в этот день следили за гусями: если они высоко летят – воды будет много, низко – к малой осенней воде. Березовым соком наши предки на Марка отпаивали больных: чистили кровь, выгоняли недуги из желудка. В это время ломаются почки у черной смородины, калины, красной бузины.",lugansk
101,Среда,12,апреля,05:35,19:11,+15°,+5°,30.7°, 1998,-3.3°, 1987 ,"  С самого утра небо в Луганске покрылось облаками, которые продержались до конца дня. Утро и день прошли без осадков, только ближе к вечеру начался мелкий дождь.  ", Народный прогноз погоды: 12 апреля почитается память преподобного Иоанна Лествичника. 12 апреля в старину наблюдали за птицами: если дикие утки прилетели жирные – весна будет холодная и долгая; а если вдруг прекращается тяга вальдшнепов — жди скорого похолодания или снега. В это время лопаются почки у клена.,lugansk
102,Четверг,13,апреля,05:33,19:12,+17°,+2°,27.2°, 1998,-3.8°, 1965 ,"  Порадовав нас безоблачным утром, погода изменилась уже в середине дня, и небо в Луганске было пасмурным до позднего вечера. Без осадков.  "," Народный прогноз погоды: Церковь отмечает день святого Ионы, святителя Иннокентия и преподобного Ипатия. В народе Ипатий почитается как разрешитель неплодства и бесчадия. Наши предки продолжали наблюдать за перелетными птицами и делать выводы о предстоящей погоде. Если перелетные птицы хохлятся, то хорошей погоды не жди; прилетев весной, долго не щебечут - к холоду; вдруг примолкли – к грозе.",lugansk
103,Пятница,14,апреля,05:31,19:14,+17°,+5°,27.6°, 1983,-4.1°, 1947 ,"  В Луганске была пасмурная погода, которая прояснилась только к вечеру. Без осадков.  "," Народный прогноз погоды: 14 апреля отмечается день памяти Марии Египетской. В народе святую называли Марья Зажги Снега, Марья - заиграй овражки, Марья - пустые щи. Чтобы узнать о предстоящем лете, наблюдали за ночным небом: если ночь ясная и течёт тёплая вода, то лето будет тёплое и сухое. В это время распускается сирень, выползают лесные муравьи.",lugansk
104,Суббота,15,апреля,05:29,19:15,+11°,+4°,24.7°, 1962,-3.0°, 1953 ,"  На протяжении всего дня погода в Луганске была пасмурной. Ночью и утром осадков не наблюдалось. Днем пошел дождь, который ближе к вечеру закончился.  "," Народный прогноз погоды: 15 апреля почитается память преподобного Тита чудотворца и мученика Поликарпа. В народе Тита называли Ледоломом, поскольку в это время вскрываются реки. К середине апреля выходили зимние запасы. В народе говорили: «Ничего нет, ни крохи, ни зерна, ни капли»; «Поликарпов день - начало бесхлебицы». Наши предки считали: если в этот день вешние воды текут медленно, лед тонет, значит будет тяжело народу в этом году.",lugansk
105,Воскресенье,16,апреля,05:27,19:17,+16°,+4°,25.6°, 1972,-3.7°, 1945 ,"  В Луганске ясному утру пришла на смену облачная погода, которая продержалась до позднего вечера. Без осадков.  "," Народный прогноз погоды: В это время наши предки продолжали следить за льдом: если он на озерах потонет - год будет тяжелым. Садоводы уже начинали сажать груши, сливы, смородину, обрезать деревья и кустарники.",lugansk
106,Понедельник,17,апреля,05:25,19:18,+13°,+9°,24.1°, 1961,-3.9°, 1979 ,"  В Луганске на протяжении всего дня стояла облачная погода. Днем и вечером шел дождь, который постепенно усилился.  "," Народный прогноз погоды: 17 апреля отмечается день памяти преподобного Иосифа, песнописца и творца канонов. На Иосифа начинает звучать голосок сверчка и впервые подает голос журавль. В старину выходили в этот день из домов, обращались к журавлям как к борцам со злом и защитникам от нечисти. Наши предки приметили, если днем 17 апреля жарко, а ночью прохладно – к хорошей погоде.",lugansk
107,Вторник,18,апреля,05:23,19:20,+13°,+5°,26.0°, 1994,-6.0°, 1946 ,"  В Луганске на протяжении всего дня стояла облачная погода. Ночью, утром и вечером был дождь.  "," Народный прогноз погоды: 18 апреля почитается память святого мученика Феодула, чтеца. В народе святого называли Федул Ветреник: «Пришел Федул - тепляк подул». Если в этот день было ненастье, то говорили: «Федул губы надул». До этого дня еще вполне вероятны морозы, но после Федула власть зимы уже утеряна на долгое время. В этот день приходит первое настоящее тепло и просыпаются сверчки.",lugansk
108,Среда,19,апреля,05:21,19:21,+9°,+4°,25.9°, 1972,-5.9°, 1968 ,"  В Луганске облачная погода продержалась весь день. На протяжении всего дня шел дождь. После полудня он стал слабее, но к вечеру снова усилился.  "," Народный прогноз погоды: В этот день почитается память святого преподобного Евтихия, архиепископа Константинопольского. В народе святого Евтихия называли Тихим, поскольку погода в этот день чаще всего бывала именно такой. Когда выдавался и вправду тихий день, то крестьяне примечали: ""Это - к урожаю ранних хлебов"".",lugansk
109,Четверг,20,апреля,05:19,19:23,+8°,-1°,24.9°, 1995,-4.9°, 1979 ,  Облачная погода продержалась в Луганске до самого вечера. Без осадков.  ," Народный прогноз погоды: 20 апреля отмечается день памяти святого мученика Руфина, диакона и девицы Акилины и с ними 200 воинов. Если на Акулину дождь, то яровые будут плохие, а калина уродится хорошая. С этого времени появляются первые грибы - сморчки. Наши предки на Акилину наблюдали за небом: если на нем было много звезд - это обещало хороший урожай грибов и ягод.",lugansk
110,Пятница,21,апреля,05:17,19:24,+7°,+1°,25.6°, 1975,-2.4°, 1955 ,"  В Луганске солнце в этот день редко показывалось из-за облаков. Утром шел мелкий дождь, который днем набрал силу, но ближе к вечеру начал затихать.  "," Народный прогноз погоды: 21 апреля почитается память святых апостолов Иродиона, Агава, Руфа, Асигкрита, Флегонта, Ерма. В народе этот день называли Родион Выверни Оглобли, Родион Ледолом, Ревучие воды. Наши предки примечали: если рассвет на Руфу ясный, то лето будет хорошее, если хмуро, то лето будет ненастное, а если туманно - быть летом непогоде, а если будет теплый вечер и тихая ночь, лето будет жарким и сухим.",lugansk
111,Суббота,22,апреля,05:15,19:26,+10°,+3°,27.3°, 2005,-2.3°, 1948 ,  В Луганске на протяжении всего дня стояла облачная погода. Утром был мелкий дождь. День и вечер прошли без осадков.  ," Народный прогноз погоды: В этот день почитается память святого мученика Вадима, архимандрита. В старину с этого дня начинался выгон скота в поле. У крестьян была традиция 22 апреля обходить родники и ключи и приговаривать ""Подземная водица, отмыкаем тебе пути вешние"". Наши предки заметили, что можно ожидать сухого лета, если к этому дню еще не установилась стабильная теплая погода.",lugansk
112,Воскресенье,23,апреля,05:14,19:27,+10°,+5°,27.8°, 1950,-2.3°, 1948 ,"  На протяжении всего дня погода в Луганске была пасмурной. Днем и вечером шел дождь, который постепенно усилился.  "," Народный прогноз погоды: 23 апреля отмечается день памяти святых мучеников Терентия, Помпия и других. В этот день в старину наблюдали за солнцем: «Если солнце взойдет красное в туманной дымке - год будет хлебородным. Если выкатится из-за горы - придется перепахивать озимое поле да засевать яровиной». В это время раскрываются почки у груши, у дуба. Всходят нарциссы, крокусы, а при ранней и теплой весне могут зацветать.",lugansk
113,Понедельник,24,апреля,05:12,19:28,+11°,+5°,27.0°, 1950,-2.4°, 1987 ,"  Облачная погода продержалась в Луганске до самого вечера. С самого утра шел сильный дождь. Днем он ослабел, но к вечеру снова набрал силу.  "," Народный прогноз погоды: 24 апреля почитается память святого мученика Антипа, епископа Пергамо-Асийского. Антипу называли Половодом и говорили: «Антип воды распустил», «Антип без воды (холод) - закрома без зерна (лето плохое)». Наши предки заметили: «если к этому дню воды не вскрылись, то весна поздней будет и лето плохим простоит». Если утром мороз, а днём пошёл снег, то ещё целый месяц будет холодно. В этот день медведь из берлоги выходит.",lugansk
114,Вторник,25,апреля,05:10,19:30,+13°,+3°,27.0°, 1950,-2.0°, 1948 ,"  В Луганске на протяжении всего дня стояла облачная погода. Ночью прошел мелкий дождь, но уже к утру он закончился. Вся остальная часть дня прошла без осадков.  "," Народный прогноз погоды: В этот день почитается память святого мученика Василия, исповедника, епископа Парийского. С этого дня становится значительно теплее, земля прогревается, сохнет, поэтому в народе говорили, что ""Василий землю парит"". Наши предки наблюдали за ивой: если она к этому дню распушилась - сильного холода уже не будет. С 25 апреля массово вылетают шмели, летают пчелы. Выходят из нор лисицы.",lugansk
115,Среда,26,апреля,05:08,19:31,+14°,+5°,29.0°, 1950,-2.0°, 1948 ,  В Луганске на небе до позднего вечера не было ни облачка. Без осадков.  ," Народный прогноз погоды: 26 апреля отмечается день памяти святой мученицы Фомаиды Египетской. В народе Фомаида считается укротительницей страстей. Наши предки наблюдали за выделением березового сока: если у березы было много сока, считалось, что лето дождливым будет. В это время появляются первые весенние цветы (при теплой весне появляются раньше), зеленеет малина.",lugansk
116,Четверг,27,апреля,05:06,19:33,+19°,+6°,28.3°, 1970,-3.3°, 2003 ,  В Луганске облаков на небе в этот день никто так и не увидел. Без осадков.  ," Народный прогноз погоды: 27 апреля почитается память святого Мартина исповедника, папы Римского. В народе святого Мартына называли Лисогоном, также этот день имел название ""Вороний праздник"". В это время лисицы переселяются из старых нор в новые: «На Мартына на лисиц нападает курячья слепота». Наши предки заметили, что если тепло 27 апреля - в первых числах мая надолго похолодает. С этого времени начинаются грозы. Прилетают стрижи и касатки.",lugansk
117,Пятница,28,апреля,05:05,19:34,+20°,+5°,29.2°, 1970,-2.4°, 2003 ,"  Небо в Луганске днем затянули облака, которые продержались до вечера и уже никуда не исчезли. Без осадков.  "," Народный прогноз погоды: В этот день почитается память святых апостолов Аристарха, Пуда, Трофима. В этот день осматривают пасеки: «На день святого Пуда доставай пчел из-под спуда». Считалось, что пчелиный рой, залетевший на чужой двор, сулил хозяину дома счастье. На Пуда калина и рябина почки распускают. При нормальной весне в это время распускаются листья на березе. Появляются лягушки. В садах наблюдается раннее цветение вишни.",lugansk
118,Суббота,29,апреля,05:03,19:36,+21°,+8°,29.5°, 1970,-2.4°, 1948 ,"  В Луганске небо было ясным весь день, но к вечеру оно все же затянулось облаками. Без осадков.  "," Народный прогноз погоды: 29 апреля отмечается день памяти святых мучениц Ирины, Агапии и Хионии. В народе святую Ирину называют ""Разрой берега"", поскольку при весенних стоках воды происходят обрывы речных берегов, оползни. Полая вода подмывает берега. Также святую Ирину называли Рассадницей и в этот день сеяли капусту на рассадниках. Наши предки приметили: «Если овражки заиграют и опять замерзнут - жди помехи на урожай».",lugansk
119,Воскресенье,30,апреля,05:01,19:37,+24°,+9°,31.4°, 1970,-1.9°, 1954 ,  Облачный день и пасмурный вечер пришли в Луганске на смену ясному утру. Без осадков.  ," Народный прогноз погоды: 30 апреля почитается память преподобного Зосимы, игумена Соловецкого. Зосима и Савватий считаются в народе покровителями пчел, заступниками пчеловодов. К этому времени уже и берёза и ольха распускаются. Если береза перед ольхой лист распустила, то ждали сухого лета, а если ольха перед берёзой, то пророчили мокрое лето. С 30 апреля по 5 мая можно услышать первое кукование кукушки.",lugansk
120,Понедельник,1,мая,05:00,19:39,+23°,+10°,28.6°, 1949,-2.3°, 1988 ,"  Утро в Луганске было погожее - облака появились только во второй половине дня, но к вечеру снова рассеялись. Без осадков.  "," Народный прогноз погоды: 1 мая отмечается день святого Космы, епископа Халкидонского. С этого дня уже можно высаживать разные овощи. В старину по этому поводу говорили: «Сей морковь и свеклу на Кузьму». В прежние времена считалось, что если начало мая теплое, то в конце обязательно будут холода, и наоборот. Это время ранних гроз. В начале мая цветет вяз, крыжовник, зеленеет черная смородина.",lugansk
121,Вторник,2,мая,04:58,19:40,+27°,+10°,30.9°, 1954,-1.4°, 2000 ,  В этот день в Луганске небо оставалось ясным до самого позднего вечера. Без осадков.  ," Народный прогноз погоды: В этот день почитается память преподобного Иоанна Ветхопещерника, В народе этого святого называли Иваном Воином, и верили в него как в избавителя от воров. В этот день был обычай расстилать на земле холсты, класть пироги. Таким образом наши предки угощали весну, чтобы она дала хороший урожай. В это время зацветает бузина, желтая акация, полевой клен, осина.",lugansk
122,Среда,3,мая,04:56,19:42,+27°,+13°,29.8°, 1954,-0.6°, 2000 ,"  Весь день небо в Луганске было ясным, и тучи не омрачили его своим присутствием. Без осадков.  "," Народный прогноз погоды: 3 мая отмечается день памяти Феодора Трихины. С давних времен существует традиция в этот день поминать своих умерших близких и посещать кладбища. Наблюдая за погодой наши предки заметили, что дождь в этот день всегда является предвестником хорошего урожая.",lugansk
123,Четверг,4,мая,04:55,19:43,+25°,+14°,28.9°, 1954,-2.8°, 2000 ,"  Утро в Луганске было безоблачным, и до конца дня небо оставалось ясным. Без осадков.  "," Народный прогноз погоды: 4 мая почитается память святого мученика Ианнуария, епископа. В это время надо следить за черемухой: если она рано зацвела - будет теплое лето. Чем раньше она начинает цвести, тем жарче будет лето. С этого дня покрывается цветками лиловая сирень, в садах зацветают нарциссы. Самое время сажать чеснок, чтобы летом уже собрать урожай.",lugansk
124,Пятница,5,мая,04:53,19:44,+19°,+10°,28.5°, 1963,0.4°, 1965 ,  В этот день в Луганске небо оставалось ясным до самого позднего вечера. Без осадков.  ," Народный прогноз погоды: В этот день почитается память апостолов Нафанаила, Луки, Климента. В прежние времена заметили, что если 5 мая ночью случаются заморозки, то еще 40 дней по утрам будет достаточно холодно. Накануне Юрьева дня (6 мая) праздновался праздник «Ляля». Самая красивая девушка (Ляля) должна была бросать подругам венки. Кто поймает, прячет подарок до следующей весны. С этого дня начинали высаживать картошку.",lugansk
125,Суббота,6,мая,04:51,19:46,+22°,+6°,29.8°, 1967,-3.3°, 1949 ,"  С утра небо в Луганске было ясным, таким оно и оставалось до завершения дня. Без осадков.  "," Народный прогноз погоды: 6 мая отмечается день памяти великомученика Георгия Победоносца. В народе его называли Егорий Вешний, и связано это было с приходом весны. По народному поверью, Егорий Вешний обладает волшебными ключами, которыми отмыкает весеннюю землю и выпускает росу, отчего начинается бурный рост трав: ""Егорий землю отмыкает"". В это время прилетают ласточки: «Ласточка прилетела, скоро гром загремит».",lugansk
126,Воскресенье,7,мая,04:50,19:47,+25°,+7°,31.0°, 1967,-4.5°, 1919 ,"  Весь день небо в Луганске было ясным, но вечером погода сменилась на облачную. Без осадков.  "," Народный прогноз погоды: В этот день почитается память мучеников Саввы Стратилата и Евсевия. В прежние времена к этому дню у крестьян заканчивался хлеб, начинался голодный май: «Ну, хлеб-то давно весь вышел, поди возьми у Савки в лавке». В старину с этого дня бывало еще 12 холодов. В садах начинают цвести яблони, развертываются почки груши.",lugansk
127,Понедельник,8,мая,04:48,19:49,+17°,+13°,31.0°, 1967,-0.8°, 1986 ,  В Луганске солнце в этот день редко показывалось из-за облаков. Днем прошел дождь. Вечером осадков не наблюдалось.  ," Народный прогноз погоды: 8 мая отмечается день памяти святого апостола и евангелиста Марка. В народе его называли Марк Ключник. Считается, что Марк ведает ключами от дождей. «Если выпадет в мае три дождя добрых, то и хлеба будет на три года полных». Если певчие птицы прилетают стаями — к теплому лету. Если в этот день наблюдалась радуга высокая и крутая — к хорошей погоде, если же она была низкой и пологой — к ненастью.",lugansk
128,Вторник,9,мая,04:47,19:50,+18°,+12°,32.4°, 1967,-1.1°, 1952 ,"  В Луганске солнце в этот день редко показывалось из-за облаков. Первая половина дня прошла без осадков. После обеда начался дождь, но он закончился еще до наступления вечера.  "," Народный прогноз погоды: 9 мая почитается память святителя Стефана Великопермского, просветителя, который создал первую азбуку народов пермской земли. До сих пор филологи пользуются его трудами. В это время цветет черемуха и черная смородина, зеленеет садовый жасмин. Наши предки заметили такую огородную примету: если лист березы развернулся полностью — можно сажать картофель.",lugansk
129,Среда,10,мая,04:45,19:51,+14°,+10°,31.4°, 1967,-2.7°, 1952 ,"  С утра и до самого вечера небо в Луганске было скрыто за облаками. Ночью шел сильный дождь. Утром он усилился, а к вечеру прекратился.  "," Народный прогноз погоды: 10 мая отмечается день памяти апостола и священномученика Симеона, сродника Господня. В народе этого святого называли Семен-ранопашец и говорили: «Пора пахать, когда гром гремит, лес в листву одевается, жаворонок запел, а водяные лягушата квакать начинают». Если в этот день наблюдается ясный восход солнца, то лето скорее всего ветреным будет.",lugansk
130,Четверг,11,мая,04:44,19:53,+15°,+4°,31.6°, 1996,0.2°, 1945 ,  Пасмурная погода держалась не весь день - вечером в Луганске небо стало чистым и ясным. Без осадков.  ," Народный прогноз погоды: Этот день связан с началом сбора березового сока, которым поили больных. Также поправить здоровье помогал теплый (южный) ветер, характерный для этого дня. В старину наблюдали за погодой ночью: если она была теплой, а небо было звездным, значит будет хороший урожай.",lugansk
131,Пятница,12,мая,04:43,19:54,+18°,+8°,32.1°, 1996,0.2°, 1991 ,  На протяжении всего дня небо в Луганске было покрыто облаками. Без осадков.  ," Народный прогноз погоды: Это день памяти девяти мучеников Кизических. Мученики считаются в народе толкователями сновидений и избавителями от оспы. 12 мая практиковался такой обычай: если в полдень выйти на дорогу и подставить лицо тёплому ветру, то «здоровья прибавится на целый год». Наши предки приметили, что ясный восход солнца в этот день обещает хорошее лето.",lugansk
132,Суббота,13,мая,04:41,19:56,+19°,+7°,31.9°, 1996,0.9°, 2002 ,  На протяжении всего дня небо в Луганске было покрыто облаками. Без осадков.  , Народный прогноз погоды: 13 мая отмечается день памяти апостола Иакова Зеведеева. Наши предки следили за вечером и ночью на Якова: теплый вечер и звездная ночь пророчили грозное и теплое урожайное лето. На погожее лето указывал и ясный восход солнца.,lugansk
133,Воскресенье,14,мая,04:40,19:57,+23°,+9°,30.9°, 1984,-2.1°, 2000 ,  На протяжении всего дня небо в Луганске было покрыто облаками. Без осадков.  ," Народный прогноз погоды: В этот день почитается память святого пророка Иеремии-Запрягальника, поскольку на это время приходился разгар полевых работ. Непогода в этот день сулит суровую и холодную будущую зиму. А если солнце всходит ясно - все лето будет красное, погожее. В это время в старину провожали весну и встречали пролетье.",lugansk
134,Понедельник,15,мая,04:39,19:58,+17°,+12°,31.9°, 1959,-0.4°, 1981 ,"  На протяжении всего дня погода в Луганске была пасмурной. Практически все время шел дождь, который во второй половине дня ослабел. Ближе к вечеру он прекратился.  "," Народный прогноз погоды: 15 мая отмечается день памяти князей Бориса и Глеба, Сеятелей. В этот день начинают петь соловьи, поэтому его называют ""Соловьиным"". Если соловей пел заливисто, значит ""весна пошла на убыль, а лето - на прибыль. Если соловей запел на голые деревья, быть неурожаю плодов в садах.",lugansk
