,infoDayweek,infoDate,infoMonth,sunUp,sunDown,tempMax,tempMin,maxTemp,maxYear,minTemp,minYear,dayInfo,dayHistory
75,Пятница,17,марта,06:47,18:50,+5°,0°,13.3°, 1990,-15.1°, 1980 ,  Весь день в Сумах было облачно. Без осадков.  ," Народный прогноз погоды: 17 марта отмечается день памяти преподобного Герасима Иорданского. В народе Герасима называют Грачевником, потому что с этого дня с теплых стран прилетают грачи: «Грач на горе - так и весна на дворе». Если грач прилетел, через месяц снег сойдет. Когда грач с земли хворостину поднимает - солнечное лето обещает. Если грачи кричат, значит погода скоро испортится (скорее всего будет дождь)."
76,Суббота,18,марта,06:44,18:52,+8°,-2°,13.2°, 1989,-16.4°, 1963 ,"  С самого утра небо в Сумах покрылось облаками, которые не покинули его до позднего вечера. Весь день прошел без осадков, только вечером начался мелкий дождь.  ", Народный прогноз погоды: 18 марта отмечается день памяти мученика Конона Исаврийского. В народе святого Конона называют Огородником. С этого дня начиналась горячая огородная пора. В народе говорили: «На Конона Градаря начинай копать гряды в огороде».
77,Воскресенье,19,марта,06:42,18:54,+4°,+1°,16.8°, 1990,-20.7°, 1963 ,"  На протяжении всего дня небо в Сумах было покрыто облаками. Ночной мелкий дождь к утру сменился на дождь со снегом. Середина дня прошла без осадков, а вечером начался мелкий дождь.  "," Народный прогноз погоды: В этот день почитается память преподобного Иова Анзерского. В небе уже можно увидеть белого аиста, который возвращается в свои родные края. Также может возвращаться и трясогузка, хотя для нее еще рановато."
78,Понедельник,20,марта,06:40,18:55,+4°,+1°,19.7°, 1990,-22.3°, 1963 ,"  В Сумах облачная погода продержалась весь день. Вечером мелкий дождь, который шел почти весь день, прекратился.  "," Народный прогноз погоды: 20 марта отмечается день памяти святого мученика Василия, епископа Херсонского Таврического. Устанавливается уже теплая погода, но холода не спешат отступать: ""С крыш капает, а за нос цапает"", днем весенняя капель, а к вечеру может наступить мороз."
79,Вторник,21,марта,06:38,18:57,+9°,-1°,14.8°, 1974,-21.7°, 1963 ,"  В Сумах была ясная погода, во второй половине дня небо затянулось облаками, но к вечеру снова очистилось. Без осадков.  "," Народный прогноз погоды: 21 марта почитается память преподобных Лазаря и Афанасия Мурманских. Это день весеннего равноденствия. Ночь и день сравнялись по продолжительности. В северном полушарии начинается весна, а в южном - осень. Эта дата считается астрономическим днем рождения весны. Периоды равноденствия отличаются сильными ветрами и бурями. Если в этот день из тёплых краев возвращается жаворонок, то следует ждать тёплую весну. Если облака высоко и плывут по небу быстро, значит погода будет доброй."
80,Среда,22,марта,06:35,18:59,+14°,0°,16.4°, 1974,-19.2°, 1963 ,"  В Сумах была пасмурная погода, которая прояснилась только к вечеру. Без осадков.  "," Народный прогноз погоды: 22 марта отмечается день памяти 40 мучеников, в Севастийском озере мучившихся. Это вторая встреча весны (первая на Масленицу). Если трясогузка прилетела, то река через 12 дней вскроется; прилет жаворонка предвещал тепло; зяблик — стужу."
81,Четверг,23,марта,06:33,19:00,+9°,+5°,14.7°, 1955,-23.0°, 1952 ,  В Сумах солнце в этот день редко показывалось из-за облаков. Без осадков.  ," Народный прогноз погоды: 23 марта отмечается день памяти мученика Кондрата (Кодрата). В старину была пословица, что в этот день «туман съедает снег», то есть указывает на приход тепла. Туман так же указывал на теплую середину мая, а иней - на дождливый день на Исакия Змеевика (12 июня). Синие облака, бегущие по небу, предсказывали тепло и дождь. А еще 23 марта бывает первая в новом году гроза. Рыбаки в этот день обращали внимание на весенние ручьи: если они бегут в лунку, то будет хорошо ловиться плотва."
82,Пятница,24,марта,06:31,19:02,+14°,+3°,16.0°, 2004,-18.7°, 1963 ,"  В Сумах облачная погода продержалась весь день. Дождь закончился еще до рассвета. Утром и днем осадков не было, а вечером они начались снова, правда менее сильные.  "," Народный прогноз погоды: 24 марта почитается память святого Софрония премудрого, патриарха Иерусалимского. Как известно, март - это достаточно холодный месяц, поэтому заморозки и метели для него вполне нормальное явление. В старину заметили, что пушистый иней в этот день предвещает хорошую погоду. ""Если в этот день уходящий март уносит холода, летом будет тепло"". В это время начинается раннее сокодвижение березы."
83,Суббота,25,марта,06:29,19:04,+5°,+1°,20.0°, 1990,-15.9°, 1952 ,"  Ясным небо в Сумах было недолго, потом его затянули облака, которые продержались до вечера. Без осадков.  "," Народный прогноз погоды: 25 марта почитается память преподобного Феофана, исповедника Сигрианского и Григория, Папы Римского. В народе этот день называют Феофан Проломи Наст, потому что к этому дню активно сходит снежный покров, почва полностью оттаивает. С этого дня уже можно сеять редис. В старину заметили: если 25 марта туман, то будет большой урожай льна и конопли."
84,Воскресенье,26,марта,06:26,19:05,+6°,-1°,16.4°, 1992,-15.0°, 1952 ,  Облачная погода продержалась в Сумах до самого вечера. Без осадков.  ," Народный прогноз погоды: В этот день отмечается перенесение мощей святителя Никифора, патриарха Константинопольского. В прежние времена приметили: если 26 марта будет туман, то все лето будет дождливое. Внимательно наблюдали за прилётом птиц: если первым из перелётных птиц прилетит жаворонок, значит быть теплу, а если зяблик — будет холодная погода."
85,Понедельник,27,марта,06:24,19:07,+7°,-1°,21.0°, 1983,-11.6°, 1987 ,"  Облака в Сумах уже с утра заняли свое место под солнцем, и пасмурная погода держалась до самого вечера. Утром пошел снег и закончился в середине дня. Больше осадков не наблюдалось.  "," Народный прогноз погоды: 27 марта отмечается день памяти святого Феогноста, митрополита Московского. От наших предков к нам дошло такое наблюдение: тот, кому посчастливится услышать гром в этот день, может быть уверенными в том, что лето будет плодородным. Если весной в реках воды не прибавится, лето обещает быть жарким и сухим."
86,Вторник,28,марта,06:22,19:08,+12°,+2°,20.3°, 1983,-10.4°, 1956 ,  Пасмурная погода держалась не весь день - вечером в Сумах небо стало чистым и ясным. Утром пошел дождь и закончился в середине дня. Больше осадков не наблюдалось.  ," Народный прогноз погоды: 28 марта почитается память мучеников Агапия, Пуплия и других. Погоду этого дня предсказывают вода и птицы. В старину заметили: если весенняя вода течёт медленно, то год ожидается тяжёлый. Если же в этот день прилетают чайки, то можно ждать тепла. У наших предков был такой обычай: если в этот день ночью услышишь собачий вой, следует повернуть подушку, дабы сон был хорошим."
87,Среда,29,марта,06:20,19:10,+9°,0°,15.5°," 1983, 1999",-11.8°, 1952 ,"  К вечеру в Сумах небо, остававшееся ясным почти все время, затянулось облаками. Без осадков.  "," Народный прогноз погоды: В церковных святцах под этим днем числятся три мученика: Саввин, Папа и Трофим. В народе говорили: ""На Саввина сани покинь, телегу подвинь"", «Солнца хоть и нет, а вода все одно бежит». А если же 29 марта была теплая, солнечная погода, то и весна вся обещала быть теплой. Хорошо, когда снег тает от Солнца, а не от дождя: «Когда весна красными днями сгоняет снег - родится хлеб»."
88,Четверг,30,марта,06:17,19:12,+5°,0°,17.2°, 1983,-6.8°, 1952 ,"  Почти весь день в Сумах была пасмурная погода, лишь к вечеру небо прояснилось. Ночью был дождь, но уже к утру он закончился. Больше осадков не наблюдалось.  "," Народный прогноз погоды: 30 марта отмечается день памяти преподобного Алексея, прозванного в народе Алексеем Тёплым. На Алексея Тёплого, как правило, бурно тает снег. Если на Алексея тепло, то весна будет тёплой, если холодно - весна запоздает. Большие ручьи от тающего снега предвещали мокрое лето. В прежние времена говорили: «Алексей, человек Божий, зиму-зимскую на нет сводит», «Сверху печет - снизу течет»."
89,Суббота,01,апреля,06:13,19:15,+6°,+3°,19.5°, 1951,-14.8°, 1952 ,"  Весь день в Сумах было облачно. Ночью начался дождь, но ближе к утру он закончился. Больше в этот день осадков не было.  "," Народный прогноз погоды: В этот день почитается память мучеников Хрисанфа и Дарьи. В народе этот день называли «Дарья Грязные Проруби». В это время года приходится обходить грязь у проруби, искать проходы между проталинами. Наши предки об этом дне говорили: «На Дарью проруби мутятся». Если ночью звезд не видно, можно ждать теплой погоды; если день ветреный, то и весь год таким будет. В это время в небе появляются первые коршуны."
90,Суббота,01,апреля,06:13,19:15,+6°,+3°,19.5°, 1951,-14.8°, 1952 ,"  В Сумах облачная погода продержалась весь день. Ночью был дождь, но уже к утру он закончился. Больше осадков не наблюдалось.  "," Народный прогноз погоды: В этот день почитается память мучеников Хрисанфа и Дарьи. В народе этот день называли «Дарья Грязные Проруби». В это время года приходится обходить грязь у проруби, искать проходы между проталинами. Наши предки об этом дне говорили: «На Дарью проруби мутятся». Если ночью звезд не видно, можно ждать теплой погоды; если день ветреный, то и весь год таким будет. В это время в небе появляются первые коршуны."
91,Воскресенье,02,апреля,06:11,19:17,+19°,0°,20.0°, 1990,-6.3°, 2003 ,"  Облака, которые покрывали в Сумах небо утром, после полудня исчезли и до конца дня уже не появлялись. Без осадков.  "," Народный прогноз погоды: В этот день почитается память преподобного Евфросина Синозерского и святой мученицы Фотины (Светланы). Наши предки в этот день с утра выносили из домов на улицу красочные льнотканные изделия, развешивали их на заборах, воротах, калитках, украшали ветви берёз. В это время бывают первые грозы (более ранние бывают 23-31 марта), распускается серая ольха, если нет морозов. У многих птиц в начале апреля начинается брачный период."
92,Понедельник,03,апреля,06:09,19:18,+22°,+10°,23.4°, 1990,-7.1°, 1965 ,"  В Сумах небо было ясным весь день, но к вечеру оно все же затянулось облаками. Вечером был дождь.  "," Народный прогноз погоды: 3 апреля отмечается день памяти святого Кирилла, епископа Катанского. В народе святого называли Кирилл - дери полоз. Так назван день за то, что в это время портятся дороги и ездить на санях в прежние времена становилось затруднительно. Если в этот день при восходе солнца в небе наблюдаются красные круги, то год обещает быть плодородным. С этого времени начинают набухать почки смородины. Появляются белые трясогузки."
93,Вторник,04,апреля,06:06,19:20,+15°,+8°,21.1°, 1983,-11.8°, 1965 ,"  Несмотря на то, что утром небо в Сумах было покрыто облаками, день и вечер оставались ясными и безоблачными. Без осадков.  "," Народный прогноз погоды: 4 апреля почитается память священномученика Василия Анкирского. В народе святого называли Василием Теплым. В подтверждение теплой весенней погоды, в народе сложилось много поговорок, например: «В полдень сосульки роняют в снег слезы горючие». На Василия обычно солнце всегда ярко греть начинает, с крыш капель сыплет. Синие облака указывали на тепло и дождь: ""Первый апрельский дождь воза золотого стоит"", говорили наши предки."
94,Среда,05,апреля,06:04,19:21,+13°,+3°,20.2°," 1986, 2008",-9.5°, 1965 ,"  Уже утром небо в Сумах затянуло облаками, которые так и не исчезли до конца дня. Ночь и утро прошли без осадков. Днем начался дождь, который к вечеру закончился.  "," Народный прогноз погоды: В этот день почитается память преподобного Никона, игумена Киево-Печерского монастыря. В народе Никон считается покровителем шашечной игры. В этот день зяблик прилетает. Птицы были носителями каких-то примет, в том числе и погодных, поэтому, в старину, как только птицы возвращались с теплых краев, крестьяне зазывали их ко крыльцу, потчевали крошками, зернышками, льняным семенем. Наши предки заметили: если перелетные птицы летят дружными стаями, весна хорошей будет."
95,Четверг,06,апреля,06:02,19:23,+17°,+8°,22.8°, 1975,-4.6°, 1965 ,"  В Сумах на протяжении всего дня стояла облачная погода. Ночь и утро прошли без осадков. Днем начался дождь, который к вечеру закончился.  "," Народный прогноз погоды: 6 апреля отмечается Канун Благовещения и почитается память преподобного Захарии монаха. В народе этот день назывался Похвалы Богородицы: «На похвал Богородицы и птичка похваляется первым яичком». В старину приметили: если ночь на Захария теплая - весна дружная будет; если сойдет к этому дню снег, значит насовсем, если нет - пролежит еще неделю."
96,Пятница,07,апреля,06:00,19:25,+16°,+4°,24.9°, 1975,-8.8°, 1963 ,"  С утра и до самого вечера небо в Сумах было скрыто за облаками. Весь день прошел без осадков, только вечером начался дождь.  "," Народный прогноз погоды: 7 апреля отмечается праздник Благовещенья Пресвятой Богородицы. «На Благовещение весна зиму поборола», - считают в народе, хотя известны и знаменитые благовещенские морозы. В этот день происходит третья встреча весны. Если 7 апреля ветер, иней и туман - к урожайному году. Если снег на крышах есть, так будет он еще через месяц в поле. Если Благовещенье холодное - жди сорок морозов по утрам. На Благовещение гроза - к теплому лету. Небо безоблачное, солнце яркое - быть лету грозному; оттепель - много морозов впереди. Если на Благовещенье ночь теплая - весна ранняя будет. Для рыболовов этот день хорош - на Благовещенье рыба хорошо ловится."
97,Суббота,08,апреля,05:58,19:26,+11°,+7°,27.8°, 1975,-3.9°, 1963 ,"  В Сумах солнце в этот день редко показывалось из-за облаков. Ночью пошел дождь, но ближе к утру он закончился. До завершения дня осадков больше не наблюдалось.  "," Народный прогноз погоды: В этот день отмечается Собор Архангела Гавриила и почитается память преподобного Василия Нового. Женщины же в этот день оканчивали последнюю пряжу, а тем, кто продолжал прясть, говорили: «Не пойдёт впрок». Если в этот день восход светел, значит скоро снег полностью сойдет. Наши предки приметили, какова погода 8 апреля — такова она будет 8 октября, и наоборот."
98,Воскресенье,09,апреля,05:55,19:28,+11°,+6°,24.8°, 1975,-4.5°, 1969 ,"  С утра и до самого вечера небо в Сумах было скрыто за облаками. Ночью был дождь, но уже к утру он закончился. Больше осадков не наблюдалось.  "," Народный прогноз погоды: 9 апреля почитается память мученицы Матроны Солунской. В народе святую называют Матрена Настовница, потому что в это время бывают утренние заморозки - снег от них замерзает, и люди ходят как по «насту». С теплых краев продолжают возвращаться птицы: овсянки, пигалицы, чибисы. Если чибис летит низко - к продолжительной сухой погоде; если он кричит с вечера - к ясной погоде. Если весенний лед тонет или остается на берегу, то лето будет холодным."
99,Понедельник,10,апреля,05:53,19:30,+15°,-1°,23.1°, 1986,-5.1°, 1957 ,"  Уже утром небо в Сумах затянуло облаками, которые так и не исчезли до конца дня. Без осадков.  "," Народный прогноз погоды: В этот день церковь чтит память святого преподобного мученика Евстратия Печерского и преподобного Илариона Нового. В прежние времена в этот день, если оканчивались заморозки, выгоняли скот на пастбище. В зависимости от температуры воздуха с этого дня вылетают шмели и комары. Наши предки продолжали наблюдать за птицами и составлять по ним прогноз погоды: если птицы вили гнезда на солнечной стороне, ожидалось холодное лето, если на теневой стороне, то лето обещало быть теплым."
100,Вторник,11,апреля,05:51,19:31,+18°,+3°,23.3°, 1977,-4.3°, 1965 ,"  В Сумах была ясная погода, но к вечеру небо покрылося облаками. Без осадков.  "," Народный прогноз погоды: 11 апреля отмечается день памяти преподобного Марка, епископа Арефусийского. Наши предки в этот день следили за гусями: если они высоко летят – воды будет много, низко – к малой осенней воде. Березовым соком наши предки на Марка отпаивали больных: чистили кровь, выгоняли недуги из желудка. В это время ломаются почки у черной смородины, калины, красной бузины."
101,Среда,12,апреля,05:49,19:33,+11°,+4°,20.7°, 1972,-11.5°, 1955 ,"  В Сумах была пасмурная погода, которая прояснилась только к вечеру. Утром пошел дождь, который закончился еще до середины дня. Больше осадков не было.  ", Народный прогноз погоды: 12 апреля почитается память преподобного Иоанна Лествичника. 12 апреля в старину наблюдали за птицами: если дикие утки прилетели жирные – весна будет холодная и долгая; а если вдруг прекращается тяга вальдшнепов — жди скорого похолодания или снега. В это время лопаются почки у клена.
102,Четверг,13,апреля,05:47,19:35,+14°,+3°,23.6°, 1983,-4.0°, 1979 ,"  На протяжении всего дня погода в Сумах была пасмурной. Утро и день прошли без осадков, только ближе к вечеру начался дождь.  "," Народный прогноз погоды: Церковь отмечает день святого Ионы, святителя Иннокентия и преподобного Ипатия. В народе Ипатий почитается как разрешитель неплодства и бесчадия. Наши предки продолжали наблюдать за перелетными птицами и делать выводы о предстоящей погоде. Если перелетные птицы хохлятся, то хорошей погоды не жди; прилетев весной, долго не щебечут - к холоду; вдруг примолкли – к грозе."
103,Пятница,14,апреля,05:45,19:36,+10°,+7°,23.4°, 1972,-10.8°, 1954 ,"  Облачная погода продержалась в Сумах до самого вечера. Утром и днем шел дождь, который закончился ближе к вечеру.  "," Народный прогноз погоды: 14 апреля отмечается день памяти Марии Египетской. В народе святую называли Марья Зажги Снега, Марья - заиграй овражки, Марья - пустые щи. Чтобы узнать о предстоящем лете, наблюдали за ночным небом: если ночь ясная и течёт тёплая вода, то лето будет тёплое и сухое. В это время распускается сирень, выползают лесные муравьи."
104,Суббота,15,апреля,05:43,19:38,+10°,+4°,22.8°, 2000,-5.1°, 1974 ,"  В Сумах на протяжении всего дня стояла облачная погода. Ночь и утро прошли без осадков. Днем начался дождь, который к вечеру закончился.  "," Народный прогноз погоды: 15 апреля почитается память преподобного Тита чудотворца и мученика Поликарпа. В народе Тита называли Ледоломом, поскольку в это время вскрываются реки. К середине апреля выходили зимние запасы. В народе говорили: «Ничего нет, ни крохи, ни зерна, ни капли»; «Поликарпов день - начало бесхлебицы». Наши предки считали: если в этот день вешние воды текут медленно, лед тонет, значит будет тяжело народу в этом году."
105,Воскресенье,16,апреля,05:40,19:39,+16°,+4°,24.0°, 1972,-3.3°, 1971 ,"  Облачная погода продержалась в Сумах до самого вечера. Утром и днем осадков не наблюдалось, а вечером шел дождь c грозой.  "," Народный прогноз погоды: В это время наши предки продолжали следить за льдом: если он на озерах потонет - год будет тяжелым. Садоводы уже начинали сажать груши, сливы, смородину, обрезать деревья и кустарники."
106,Понедельник,17,апреля,05:38,19:41,+7°,+2°,22.6°, 1999,-4.9°, 1949 ,  В Сумах облачная погода продержалась весь день. Без осадков.  ," Народный прогноз погоды: 17 апреля отмечается день памяти преподобного Иосифа, песнописца и творца канонов. На Иосифа начинает звучать голосок сверчка и впервые подает голос журавль. В старину выходили в этот день из домов, обращались к журавлям как к борцам со злом и защитникам от нечисти. Наши предки приметили, если днем 17 апреля жарко, а ночью прохладно – к хорошей погоде."
107,Вторник,18,апреля,05:36,19:43,+7°,+2°,24.0°, 1994,-4.1°, 1979 ,  На протяжении всего дня небо в Сумах было покрыто облаками. Без осадков.  ," Народный прогноз погоды: 18 апреля почитается память святого мученика Феодула, чтеца. В народе святого называли Федул Ветреник: «Пришел Федул - тепляк подул». Если в этот день было ненастье, то говорили: «Федул губы надул». До этого дня еще вполне вероятны морозы, но после Федула власть зимы уже утеряна на долгое время. В этот день приходит первое настоящее тепло и просыпаются сверчки."
108,Среда,19,апреля,05:34,19:44,+4°,+2°,23.8°, 1950,-2.5°, 1981 ,  В Сумах облачная погода продержалась весь день. Без осадков.  ," Народный прогноз погоды: В этот день почитается память святого преподобного Евтихия, архиепископа Константинопольского. В народе святого Евтихия называли Тихим, поскольку погода в этот день чаще всего бывала именно такой. Когда выдавался и вправду тихий день, то крестьяне примечали: ""Это - к урожаю ранних хлебов""."
109,Четверг,20,апреля,05:32,19:46,+5°,-4°,23.9°, 1950,-3.5°, 1979 ,  В Сумах тучи заняли свое место под солнцем еще утром и не оставили его до глубокого вечера. Без осадков.  ," Народный прогноз погоды: 20 апреля отмечается день памяти святого мученика Руфина, диакона и девицы Акилины и с ними 200 воинов. Если на Акулину дождь, то яровые будут плохие, а калина уродится хорошая. С этого времени появляются первые грибы - сморчки. Наши предки на Акилину наблюдали за небом: если на нем было много звезд - это обещало хороший урожай грибов и ягод."
110,Пятница,21,апреля,05:30,19:48,+8°,-2°,27.0°, 1950,-5.5°, 1974 ,  Облачная погода продержалась в Сумах до самого вечера. Без осадков.  ," Народный прогноз погоды: 21 апреля почитается память святых апостолов Иродиона, Агава, Руфа, Асигкрита, Флегонта, Ерма. В народе этот день называли Родион Выверни Оглобли, Родион Ледолом, Ревучие воды. Наши предки примечали: если рассвет на Руфу ясный, то лето будет хорошее, если хмуро, то лето будет ненастное, а если туманно - быть летом непогоде, а если будет теплый вечер и тихая ночь, лето будет жарким и сухим."
111,Суббота,22,апреля,05:28,19:49,+13°,+1°,27.5°, 1950,-3.3°, 1948 ,"  В Сумах солнце в этот день редко показывалось из-за облаков. Утром начался дождь, который закончился только ближе к вечеру.  "," Народный прогноз погоды: В этот день почитается память святого мученика Вадима, архимандрита. В старину с этого дня начинался выгон скота в поле. У крестьян была традиция 22 апреля обходить родники и ключи и приговаривать ""Подземная водица, отмыкаем тебе пути вешние"". Наши предки заметили, что можно ожидать сухого лета, если к этому дню еще не установилась стабильная теплая погода."
112,Воскресенье,23,апреля,05:26,19:51,+12°,+2°,27.5°, 1950,-2.3°, 1974 ,"  Небо днем затянуло облаками, и вечером погода оставалась пасмурной. Без осадков.  "," Народный прогноз погоды: 23 апреля отмечается день памяти святых мучеников Терентия, Помпия и других. В этот день в старину наблюдали за солнцем: «Если солнце взойдет красное в туманной дымке - год будет хлебородным. Если выкатится из-за горы - придется перепахивать озимое поле да засевать яровиной». В это время раскрываются почки у груши, у дуба. Всходят нарциссы, крокусы, а при ранней и теплой весне могут зацветать."
113,Понедельник,24,апреля,05:24,19:52,+10°,+2°,29.9°, 1950,-1.9°, 1987 ,"  С самого утра небо в Сумах покрылось облаками, которые продержались до конца дня. Без осадков.  "," Народный прогноз погоды: 24 апреля почитается память святого мученика Антипа, епископа Пергамо-Асийского. Антипу называли Половодом и говорили: «Антип воды распустил», «Антип без воды (холод) - закрома без зерна (лето плохое)». Наши предки заметили: «если к этому дню воды не вскрылись, то весна поздней будет и лето плохим простоит». Если утром мороз, а днём пошёл снег, то ещё целый месяц будет холодно. В этот день медведь из берлоги выходит."
114,Вторник,25,апреля,05:22,19:54,+12°,0°,25.4°, 1950,-5.0°, 1948 ,"  Первая половина дня в Сумах была ясной, а после обеда появились облака, которые продержались весь вечер. Без осадков.  "," Народный прогноз погоды: В этот день почитается память святого мученика Василия, исповедника, епископа Парийского. С этого дня становится значительно теплее, земля прогревается, сохнет, поэтому в народе говорили, что ""Василий землю парит"". Наши предки наблюдали за ивой: если она к этому дню распушилась - сильного холода уже не будет. С 25 апреля массово вылетают шмели, летают пчелы. Выходят из нор лисицы."
115,Среда,26,апреля,05:20,19:56,+18°,+5°,28.2°, 1946,-2.2°, 1988 ,"  Начиная с самого утра и до позднего вечера, погода в Сумах оставалась пасмурной. Без осадков.  "," Народный прогноз погоды: 26 апреля отмечается день памяти святой мученицы Фомаиды Египетской. В народе Фомаида считается укротительницей страстей. Наши предки наблюдали за выделением березового сока: если у березы было много сока, считалось, что лето дождливым будет. В это время появляются первые весенние цветы (при теплой весне появляются раньше), зеленеет малина."
116,Четверг,27,апреля,05:18,19:57,+21°,+7°,25.7°, 1968,-4.2°, 2003 ,"  С самого утра небо в Сумах покрылось облаками, которые продержались до конца дня. Без осадков.  "," Народный прогноз погоды: 27 апреля почитается память святого Мартина исповедника, папы Римского. В народе святого Мартына называли Лисогоном, также этот день имел название ""Вороний праздник"". В это время лисицы переселяются из старых нор в новые: «На Мартына на лисиц нападает курячья слепота». Наши предки заметили, что если тепло 27 апреля - в первых числах мая надолго похолодает. С этого времени начинаются грозы. Прилетают стрижи и касатки."
117,Пятница,28,апреля,05:16,19:59,+22°,+6°,25.5°, 1949,-1.2°, 1948 ,"  Порадовав нас безоблачным утром, погода изменилась уже в середине дня, и небо в Сумах было пасмурным до позднего вечера. Без осадков.  "," Народный прогноз погоды: В этот день почитается память святых апостолов Аристарха, Пуда, Трофима. В этот день осматривают пасеки: «На день святого Пуда доставай пчел из-под спуда». Считалось, что пчелиный рой, залетевший на чужой двор, сулил хозяину дома счастье. На Пуда калина и рябина почки распускают. При нормальной весне в это время распускаются листья на березе. Появляются лягушки. В садах наблюдается раннее цветение вишни."
118,Суббота,29,апреля,05:15,20:01,+25°,+6°,27.2°, 1970,-3.1°, 1956 ,  В Сумах на небе до позднего вечера не было ни облачка. Без осадков.  ," Народный прогноз погоды: 29 апреля отмечается день памяти святых мучениц Ирины, Агапии и Хионии. В народе святую Ирину называют ""Разрой берега"", поскольку при весенних стоках воды происходят обрывы речных берегов, оползни. Полая вода подмывает берега. Также святую Ирину называли Рассадницей и в этот день сеяли капусту на рассадниках. Наши предки приметили: «Если овражки заиграют и опять замерзнут - жди помехи на урожай»."
